#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
15,"Wet Dreamz","J. Cole",83,176,"rap","Hip Hop","2014 Forest Hills Drive",2014-12-09,03:59,50,72,7,0,54,30,10,-8,F#/G♭ minor,4,2025-05-20,4tqcoej1zPvwePZCzuAjJd,"Roc Nation Records LLC",11A,USQX91402592
16,"Obsessed With You","Central Cee",64,143,"uk drill, drill, grime","Hip Hop, Electronic","Obsessed With You",2021-09-10,01:48,75,83,19,0,90,0,30,-4,D#/E♭,4,2025-05-20,4PYfFHKfjYz6dwAtZhBy1z,"Central Cee",5B,ZZOPM2110165
17,"All Eyez On Me (ft. Big Syke)","2Pac,Big Syke",81,93,"gangster rap, west coast hip hop, g-funk, hip hop","Hip Hop, R&B","All Eyez On Me",1996-02-13,05:07,87,72,3,0,84,20,30,-6,C♯/D♭,4,2025-05-20,4VQNCzfZ3MdHEwwErNXpBo,"Amaru Entertainment, Inc./Interscope Records",3B,USKO10404425
18,"Another Day (feat. Mozzy)","hoodtrophy bino,Mozzy",40,86,"","","Another Day (feat. Mozzy)",2024-04-10,02:56,54,77,19,0,72,30,10,-7,F#/G♭ minor,4,2025-05-20,0HYrB4FEfVCsHW4lC8OXbH,"Hoodtrophy Records",11A,USUYG1542657
19,"Nas Is Like","Nas",67,94,"east coast hip hop, hip hop","Hip Hop","I Am...",1999-04-06,03:57,63,85,1,0,93,30,0,-5,B minor,4,2025-05-20,3gY6tiCNsuVi6s8kPV6aQg,"Columbia",10A,USSM19804988
20,"93 'Til Infinity","Souls Of Mischief",72,206,"jazz rap","Hip Hop, Jazz","93 'til Infinity",1993-02-13,04:46,59,67,13,0,69,40,10,-12,C♯/D♭,4,2025-05-20,0PV1TFUMTBrDETzW6KQulB,"Jive",3B,USJI10400408
21,"11:11","Yung Soto",11,117,"","","11:11",2024-12-13,02:45,75,86,41,0,78,20,30,-5,F#/G♭,4,2025-05-20,4jTll1ABIf1hmhgXfBkF3a,"We All About Love",2B,QZHN42050437
22,"Real Muthaphuckkin' G's","Eazy-E",65,171,"gangster rap, west coast hip hop, g-funk","Hip Hop, R&B","Gangsta Memorial",2007-01-01,05:32,72,85,2,0,78,20,60,-4,B minor,4,2025-05-20,53BZ6XygAoubR5DU5w38Vq,"Priority Records",10A,USNPD0500339
23,"California Love - Original Version","2Pac,Roger,Dr. Dre",83,92,"gangster rap, west coast hip hop, g-funk, hip hop, quiet storm, rap","Hip Hop, R&B","Greatest Hits",1998-01-01,04:44,76,85,3,0,76,0,30,-3,G,4,2025-05-20,3ia3dJETSOllPsv3LJkE35,"2Pac Greatest Hits",9B,USUG10702628
24,"Stuck In Da Booth","Fsb Trell",34,138,"","","Stuck In Da Booth",2025-04-11,02:05,78,77,2,0,84,20,0,-7,F minor,4,2025-05-20,5iEHUG6821WK0HLmiijhIB,"Fsb Music Group, LLC",4A,QZK6G2558497
25,"No Diggity","Blackstreet,Dr. Dre,Queen Pen",82,89,"new jack swing, g-funk, gangster rap, west coast hip hop, hip hop, rap","Hip Hop, R&B","Another Level",1996-09-09,05:04,87,65,30,0,67,20,20,-5,C♯/D♭ minor,4,2025-05-20,6MdqqkQ8sSC0WB4i8PyRuQ,"Interscope",12A,USIR19600978
26,"family ties (with Kendrick Lamar)","Baby Keem,Kendrick Lamar",83,134,"hip hop, west coast hip hop","Hip Hop","The Melodic Blue",2021-09-10,04:12,71,61,1,0,14,30,20,-5,C♯/D♭,4,2025-05-20,3QFInJAm9eyaho5vBzxInN,"Columbia",3B,USSM12105949
27,"Runnin'","The Pharcyde",69,94,"jazz rap, west coast hip hop, hip hop","Hip Hop, Jazz","Labcabincalifornia (Deluxe Edition)",1995-01-01,04:56,75,79,3,0,82,10,30,-8,A#/B♭ minor,4,2025-05-20,0XgpiStoxq1IJncYlPrvZ5,"The Bicycle Music Company",3A,USA370507659
28,"Sound of da Police","KRS-One",65,95,"east coast hip hop, hip hop, hardcore hip hop","Hip Hop","Return of the Boom Bap",1993-09-03,04:18,79,95,12,0,32,20,10,-9,C♯/D♭,4,2025-05-20,3Y6XWs8xMlCngyIxNOFnsp,"Jive",3B,GBAHK9300100
29,"Die Hard","Kendrick Lamar,Blxst,Amanda Reifer",8,101,"hip hop, west coast hip hop, ","Hip Hop","Mr. Morale & The Big Steppers",2022-05-13,03:59,78,74,32,0,36,20,10,-8,C♯/D♭ minor,4,2025-05-20,6gI9b2VsoWhjhIuIeToDVs,"pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",12A,USUM72208965
30,"Leave","Lil Shxwn,Yungeen Ace",38,194,"melodic rap","Hip Hop","Leave",2025-02-16,02:42,65,90,0,0,20,20,0,-4,C♯/D♭,4,2025-05-20,0PtRfbyPIx9lcYu1AkmOO7,"Jackie Gabrielle Entertainment",3B,QZAKB2453965
31,"Ric Flair Drip (with Metro Boomin)","Offset,Metro Boomin",82,100,"","","Without Warning",2017-10-30,02:52,88,43,15,0,33,20,10,-8,A,4,2025-05-20,7sO5G9EABYOXQKNPNiE9NR,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",11B,QZ45A1700064
32,"DOGTOOTH","Tyler, The Creator",12,78,"","","DOGTOOTH",2023-03-27,02:41,71,65,51,0,80,30,20,-6,G#/A♭,4,2025-05-20,0judK8TqYfvwUohBngUxrE,"Columbia",4B,USQX92301932
33,"Watch This - ARIZONATEARS Pluggnb Remix","Lil Uzi Vert,sped up nightcore,ARIZONATEARS",76,130,"melodic rap, nightcore, ","Hip Hop, Electronic","Watch This (ARIZONATEARS Pluggnb Remix)",2023-02-05,02:43,69,90,1,10,36,0,10,-7,B minor,4,2025-05-20,0FA4wrjDJvJTTU8AepZTup,"sped up nightcore",10A,USAT22301358
34,"DON'T MATTER","Kaiika,Cuuhraig",41,100,"maluku","","KAIIKA WYD!?",2024-08-15,02:35,84,48,5,0,49,0,10,-10,F minor,4,2025-05-20,65O3Kxybwu7Hz06hD0kODS,"Kaiika",4A,QZFYX2457171
35,"Superhero (Heroes & Villains) [with Future & Chris Brown]","Metro Boomin,Future,Chris Brown",82,117,"rap, r&b","R&B, Hip Hop","HEROES & VILLAINS",2022-12-02,03:02,71,58,14,0,53,20,20,-5,F minor,4,2025-05-20,0vjeOZ3Ft5jvAi9SBFJm1j,"Republic Records",4A,USUG12208783
36,"Hope","XXXTENTACION",85,146,"emo rap","Hip Hop, Rock","?",2018-03-16,01:50,59,46,66,0,23,0,10,-6,A minor,4,2025-05-20,2ZRo7axmMPeSVUvDbGkJah,"Bad Vibes Forever, LLC",8A,USUG11800447
37,"Solid (feat. Drake)","Young Stoner Life,Young Thug,Gunna,Drake",73,126,"rap, melodic rap, trap","Hip Hop","Slime Language 2",2021-04-16,03:35,89,49,4,0,33,20,10,-9,B minor,4,2025-05-20,6rTInqW3YECMkQsBEHw4sd,"300 Entertainment",10A,QMCE32100237
38,"Survival of the Fittest","Mobb Deep",72,95,"east coast hip hop, hardcore hip hop, hip hop, gangster rap","Hip Hop","The Infamous",1995-04-25,03:44,81,70,13,0,24,20,20,-5,B minor,4,2025-05-20,7N1Vjtzr1lmmCW9iasQ8YO,"RCA Records Label",10A,USRC19501711
39,"Ruff Ryders' Anthem","DMX",73,91,"east coast hip hop, hardcore hip hop","Hip Hop","It's Dark And Hell Is Hot",1998-05-01,03:34,88,58,6,0,74,30,20,-8,A#/B♭ minor,4,2025-05-20,1BKT2I9x4RGKaKqW4up34s,"Def Jam Recordings",3A,USRL19800734
40,"Ain’t No Fun (If The Homies Can’t Have None)","Snoop Dogg,Nate Dogg,Warren G,Kurupt",68,100,"g-funk, west coast hip hop, gangster rap, hip hop, rap","Hip Hop, R&B","Doggystyle",1993-11-23,04:06,86,72,13,0,72,0,10,-6,F minor,4,2025-05-20,3g1mP8c79KbkWDhED5tyKZ,"Death Row Records/gamma.",4A,USKO10403599
41,"Longest Time","Precedence,Yakobie Slade",34,120,"","","OMW",2020-04-12,03:14,75,74,2,0,79,20,60,-8,C♯/D♭,4,2025-05-20,5yPkpUpSwSSfjjt8FfIrDk,"OMW Records",3B,QZDA52032554
42,"Juicy - 2005 Remaster","The Notorious B.I.G.",78,96,"gangster rap, east coast hip hop, hip hop","Hip Hop","Ready to Die (The Remaster)",1994-09-13,05:02,89,82,47,0,78,20,10,-5,A,4,2025-05-20,5ByAIlEEnxYdvpnezg7HTX,"Bad Boy Records",11B,USBB40580814
43,"When I B On Tha Mic","Rakim",64,96,"east coast hip hop, hip hop","Hip Hop","The Master",1999-11-30,03:42,84,48,5,0,84,30,0,-7,D,4,2025-05-20,2p9sprAX27D6U5cuSE9NsM,"Universal Records",10B,USUR19980387
44,"Fu-Gee-La","Fugees,Ms. Lauryn Hill,Wyclef Jean,Pras",70,90,"east coast hip hop, neo soul, ","Hip Hop, R&B","The Score (Expanded Edition)",1996-02-13,04:20,68,51,14,0,40,10,20,-12,C♯/D♭,4,2025-05-20,1rJM37Dd4OcSJvzI84yCcP,"Columbia",3B,USSM19600054
45,"Freedom","Doc Botwin",19,184,"","","Freedom",2024-08-23,03:30,56,76,1,0,30,10,10,-6,F,4,2025-05-20,1s3oHY8I5vhvKxAq0waD96,"Simple Life Records",7B,QZWV32463533
46,"Creepin' (with The Weeknd & 21 Savage)","Metro Boomin,The Weeknd,21 Savage",84,98,"","","HEROES & VILLAINS",2022-12-02,03:41,72,61,39,0,16,0,0,-6,C♯/D♭ minor,4,2025-05-20,2dHHgzDwk4BJdRwy9uXhTO,"Republic Records",12A,USUG12208791
47,"No Role Modelz","J. Cole",88,100,"rap","Hip Hop","2014 Forest Hills Drive",2014-12-09,04:52,69,52,32,0,49,30,0,-8,A#/B♭ minor,4,2025-05-20,68Dni7IE4VyPkTOH9mRWHr,"Roc Nation Records LLC",3A,USQX91402598
48,"Trance (with Travis Scott & Young Thug)","Metro Boomin,Travis Scott,Young Thug",84,119,"rap, melodic rap, trap","Hip Hop","HEROES & VILLAINS",2022-12-02,03:14,77,55,18,0,49,30,10,-8,C♯/D♭ minor,4,2025-05-20,5wG3HvLhF6Y5KTGlK0IW3J,"Republic Records",12A,USUG12208787
49,"Rich Flex","Drake,21 Savage",78,160,"rap, ","Hip Hop","Her Loss",2022-11-04,03:59,55,52,5,0,42,20,30,-9,E minor,4,2025-05-20,1bDbXMyjaUIooNwFE9wn0N,"OVO / Republic Records",9A,USUG12208598
50,"Anotha One (feat. A$AP Ferg)","Hunter,A$AP Ferg",35,96,"rap","Hip Hop","Take Me To The Hospital 1",2025-04-28,03:39,72,71,29,0,73,10,0,-6,C minor,4,2025-05-20,3w4M8cJxgZUrnBcDpwsay0,"Sewer Sounds, LLC",5A,US38Y2537256
51,"Self Care","Mac Miller",78,142,"","","Swimming",2018-08-03,05:45,52,54,37,0,18,20,10,-8,C♯/D♭,4,2025-05-20,5bJ1DrEM4hNCafcDd1oxHx,"Warner Records",3B,USWB11801215
52,"Supply And Demand","STFN",28,90,"","","Supply And Demand",2024-12-06,02:45,74,85,72,0,76,10,20,-6,F#/G♭ minor,1,2025-05-20,0sbtBCiW8PPgUzcXxewHAI,"STFN Studios",11A,QZZ7M2420867
53,"Doja","Central Cee",80,140,"uk drill, drill, grime","Hip Hop, Electronic","Doja",2022-07-21,01:37,91,57,38,0,97,20,40,-7,F#/G♭,4,2025-05-20,3LtpKP5abr2qqjunvjlX5i,"Central Cee",2B,ZZOPM2237319
54,"Ride With Me","Saynave,Paulo and the Problems",30,142,"","","Sorry I'm Late, I Didn't Want to Be Here",2024-07-19,03:39,48,73,0,0,67,10,10,-9,B minor,4,2025-05-20,3HpXbiF89Byz43jx0ov0Ko,"Fogwood Records",10A,UK6822016396
55,"LIFESTYLE","Paul James,Sweezy",40,132,"","","LIFESTYLE",2025-05-09,03:01,67,79,21,0,31,0,30,-4,G minor,4,2025-05-20,1F9gNK8fNb4QPGLkYm8BLK,"Paul James",6A,QT4K32519747
56,"Invincible","Pop Smoke",75,143,"brooklyn drill, drill, new york drill","Hip Hop","Meet The Woo 2",2020-02-07,02:07,55,73,13,0,61,30,20,-6,B minor,4,2025-05-20,792HwhrdO3ErRKL5yRe4Ge,"Victor Victor Worldwide",10A,USUM72002003
57,"Pretty Girls Walk (with Coi Leray) - Remix","Big Boss Vette,Coi Leray",49,90,"","","Pretty Girls Walk (Remix)",2023-03-01,02:20,92,70,3,0,78,0,0,-7,A,4,2025-05-20,2g9dhCaJiK7D0FOgZ9vJlR,"Republic Records",11B,USUG12301412
58,"Chicken Change","D4WNATELLO",27,95,"","","Chicken Change",2024-09-06,03:14,62,72,24,0,44,20,30,-6,C♯/D♭,4,2025-05-20,79hRKSvvsQgmzSeJwFgs13,"SageBoi Empire Inc.",3B,QZTB72499366
59,"Type","Rodger D.,xBValentine",21,124,"","","Type",2024-02-09,04:24,79,50,10,0,67,0,0,-8,D#/E♭ minor,4,2025-05-20,2sEZP0a4bBcBMnKE08eMqi,"Rodger D. Music",2A,QZFZ22466590
60,"23","NLE Choppa",50,120,"","","23",2023-01-20,04:20,81,56,0,0,29,10,20,-7,D,4,2025-05-20,0T0vseuNB4KC8opkrCLNbc,"Warner Records",10B,USWB12300054
61,"Let You Down","NF",80,148,"christian hip hop","Christian, Hip Hop","Perception",2017-10-06,03:32,66,71,31,0,46,10,10,-6,F minor,4,2025-05-20,52okn5MNA47tk87PeZJLEL,"NF Real Music",4A,USUM71708226
62,"Hanging With Wolves","Lil Durk",59,152,"drill","Hip Hop","Hanging With Wolves",2022-12-09,03:25,82,64,2,0,50,0,10,-7,B minor,4,2025-05-20,1a7tOEheXeaSNathZW4Gzk,"Only The Family / EMPIRE",10A,USUYG1459714
63,"Street Dreams","Nas",59,91,"east coast hip hop, hip hop","Hip Hop","It Was Written",1996-07-02,04:39,75,61,21,0,75,30,70,-9,B minor,4,2025-05-20,0QnGI4OgY8ReggLWvEXdgD,"Columbia",10A,USSM19601364
64,"How It Goes","Fsb Trell,2KBABY",27,130,"","","How It Goes",2025-02-21,03:26,79,67,1,0,67,20,10,-8,F minor,4,2025-05-20,2XRNa2Q6eG6oneTJK9YC8S,"Fsb Music Group, LLC",4A,QZES92582510
65,"pushin P (feat. Young Thug)","Gunna,Future,Young Thug",10,78,"melodic rap, rap, trap","Hip Hop","DS4EVER",2022-01-07,02:16,77,42,1,1,49,10,10,-5,C♯/D♭ minor,1,2025-05-20,3LnpBazWpD31QMTn6LgVGv,"300 Entertainment",12A,QMCE32200039
66,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa,Roddy Ricch",73,84,"melodic rap","Hip Hop","Top Shotta",2020-08-07,02:53,87,74,27,0,65,20,0,-5,D,4,2025-05-20,1Z0cZI0UzNbP9L8MzzGxqf,"Warner Records",10B,USWB12000247
67,"P.I.M.P.","50 Cent",81,85,"east coast hip hop","Hip Hop","Get Rich Or Die Tryin'",2003-02-06,04:09,71,77,5,0,85,30,0,-3,A#/B♭ minor,4,2025-05-20,3G0yz3DZn3lfraledmBCT0,"Shady Records",3A,USIR10300020
68,"Pain","2Pac,Stretch",55,169,"gangster rap, west coast hip hop, g-funk, hip hop, hard techno, techno, tekno, acid techno","Electronic, Hip Hop, R&B","Above The Rim (Original Motion Picture Soundtrack) [Deluxe Edition]",1994-03-22,04:34,57,98,6,0,42,30,20,-3,C♯/D♭ minor,4,2025-05-20,0YYLatZXRuNdjgu1Hduwry,"Death Row Records/gamma.",12A,USKO10410512
69,"CASUAL","Stt Laurentt",21,160,"","","CASUAL",2024-12-06,03:00,68,62,4,0,14,20,10,-7,E,4,2025-05-20,1rbrWUcvBreU1wC8eHyEzw,"ZXL Records / PBS Entertainment",12B,QZZ7N2477032
70,"Work","Gang Starr",68,93,"east coast hip hop, hip hop, boom bap","Hip Hop","Moment Of Truth",1998-03-31,02:57,78,83,3,0,82,30,0,-5,C♯/D♭,4,2025-05-20,1EiLrPd8JMTcQUr1aLEUKi,"Virgin Records",3B,USVI29800538
71,"Whoopty","CJ",67,140,"dembow","Hip Hop, Latin","Whoopty",2020-08-20,02:03,72,65,20,0,66,10,10,-8,D#/E♭ minor,4,2025-05-20,5vGLcdRuSbUhD8ScwsGSdA,"CJ Music Group/T-Series",2A,USA2P2031043
72,"Praise God","Kanye West",57,118,"rap","Hip Hop","Donda (Deluxe)",2021-11-14,03:46,80,56,1,0,23,10,20,-6,C♯/D♭,4,2025-05-20,32ZGcotUVtU3Zfz9lmM8Mi,"Getting Out Our Dreams II, LLC / Def Jam Recordings",3B,USUM72116287
73,"Plug Walk","Rich The Kid",69,95,"trap","Hip Hop","The World Is Yours",2018-03-30,02:55,87,52,20,0,15,10,10,-7,B,4,2025-05-20,1ZAyjvIk9YiD76yYy0TEG6,"Rich The Kid / (TDE/ISR PS)",1B,USUM71800892
74,"BAKU","King Kxmi",26,82,"","","BAKU",2024-12-29,02:55,71,60,42,0,31,0,10,-9,D minor,4,2025-05-20,4byDLWWkpfuSBBiAWbkVdl,"Khoto society records",7A,QT3EZ2415465
75,"We Wanna Party - Radio Edit","Meta Big C",19,100,"","","OFF CAMPUS",2023-08-02,03:02,77,74,11,0,74,20,20,-7,F#/G♭,4,2025-05-20,2jOtBQrokfabLBWd40kdtb,"Meta C Music",2B,QZNWS2394632
76,"Knife Talk (with 21 Savage ft. Project Pat)","Drake,21 Savage,Project Pat",78,146,"rap, memphis rap, southern hip hop, crunk, gangster rap","Hip Hop","Certified Lover Boy",2021-09-03,04:02,85,42,6,0,15,30,0,-10,F minor,4,2025-05-20,2BcMwX1MPV6ZHP4tUT9uq6,"OVO",4A,USUG12104409
77,"Hot N*gga","Bobby Shmurda",72,168,"","","Hot N*gga",2014-07-25,03:14,79,51,5,0,18,40,0,-7,A,4,2025-05-20,19gEmPjfqSZT0ulDRfjl0m,"Epic/GS9",11B,USSM11405787
78,"Venom - Music From The Motion Picture","Eminem",70,136,"rap, hip hop","Hip Hop","Venom (Music From The Motion Picture)",2018-09-21,04:29,75,79,1,0,47,0,50,-5,C,4,2025-05-20,3kpYJjvM8Ja6btr5hEJLWc,"Aftermath",8B,USUM71813345
79,"Better Recognise","SLXCK",33,161,"","","Better Recognise",2025-04-08,03:49,60,66,10,0,32,40,10,-7,B minor,4,2025-05-20,2V7Sy7cBIh6ELOzEhhGpA9,"MIDNXGHT PROMOTIONS",10A,QZK6F2552819
80,"King Kong","LJS Music Group Presents SJ The Artist",24,80,"","","AIM",2024-10-15,04:18,46,59,14,0,69,30,0,-13,A#/B♭ minor,4,2025-05-20,3XAYYY5duxLnuAZ4Raj69Y,"LJS Music Group LLC",3A,QZWFP2411642
81,"Look At Me!","XXXTENTACION",81,139,"emo rap","Hip Hop, Rock","Look At Me!",2017-02-20,02:06,76,73,26,0,35,20,10,-6,C♯/D♭,4,2025-05-20,7floNISpH8VF4z4459Qo18,"Bad Vibes Forever / EMPIRE",3B,USUYG1131080
82,"Gin and Juice","Snoop Dogg",76,95,"g-funk, west coast hip hop, gangster rap, hip hop, rap","Hip Hop, R&B","Doggystyle",1993-11-23,03:31,60,76,10,0,38,20,40,-8,E minor,4,2025-05-20,39QBkWKnap8wRSW4WB9OK0,"Death Row Records/gamma.",9A,USKO10403590
83,"The World Is So Cold","IZZY MEOCK,Verbal Essence",25,86,"","","The World Is So Cold",2024-08-19,02:22,48,91,30,0,56,30,10,-4,A#/B♭ minor,4,2025-05-20,5FlAxcVmncoPnGPGfugepx,"Gotta $hine Filmz",3A,QZNMU2437947
84,"Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster","The Notorious B.I.G.,Junior M.A.F.I.A.",65,91,"gangster rap, east coast hip hop, hip hop","Hip Hop","Greatest Hits",2007-03-02,04:34,71,87,40,0,91,20,10,-4,D,4,2025-05-20,3PA9dH8cT0wR5UW4XkC44Y,"Bad Boy Records",10B,USBB40706429
85,"Magic In Motion","Noa James,No Limit Kid",22,130,"baltimore club, ","Electronic, Hip Hop","Magic In Motion",2025-04-04,04:00,70,66,20,0,63,30,10,-8,G#/A♭,4,2025-05-20,677AoqUIpm13g897kTwEk1,"BrickToYaFace Ent",4B,QZK6K2552923
86,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)","Raekwon,Ghostface Killah,Method Man,Cappadonna",59,90,"east coast hip hop, hardcore hip hop, hip hop, boom bap","Hip Hop","Only Built 4 Cuban Linx...",1995-00-00,04:13,68,90,22,0,72,20,20,-7,C♯/D♭ minor,4,2025-05-20,6SI4JD7iyQ0rrudhCNtMv0,"RCA Records Label",12A,USRC19502504
87,"Electric Relaxation","A Tribe Called Quest",69,98,"jazz rap, east coast hip hop, hip hop","Hip Hop, Jazz","The Anthology",1999-10-26,03:46,87,53,18,27,84,20,0,-9,B,4,2025-05-20,0eEXcw3JLVXcRxYrVYMy68,"Jive",1B,USJI19300020
88,"Never Worried","Geechi The Goblin",24,156,"","","Addicted To Growth",2023-10-31,01:38,67,34,67,0,69,10,10,-14,D minor,3,2025-05-20,2OsvetCbprQzcqQB1zJlvG,"Making Moves Legitimately inc",7A,QZTB92303836
89,"Not Afraid","Eminem",81,115,"rap, hip hop","Hip Hop","Recovery",2010-06-18,04:08,86,95,53,0,67,20,20,-1,C minor,5,2025-05-20,7Ie9W94M7OjPoZVV216Xus,"Aftermath",5A,USUM71011769
90,"I Been On","Commma",13,145,"","","I Been On",2025-04-30,03:07,53,66,27,0,73,0,10,-7,C minor,4,2025-05-20,4VnEmAingHeCn3Zhq0uOwF,"Commma",5A,QZK6H2596916
91,"Ultimate","Denzel Curry",64,113,"punk rap","Hip Hop, Rock","Ultimate",2015-01-01,03:09,49,83,10,0,75,30,20,-3,A,4,2025-05-20,6R0GRYk2vs2XuBVemYK5YZ,"Loma Vista",11B,TCACG1537232
92,"OOOUUU","Young M.A",70,166,"","","Herstory",2017-04-27,03:54,64,85,53,0,57,40,10,-3,G,4,2025-05-20,7JYsArznYOjX2jsrT3UEnL,"M.A Music / 3D",9B,US6YF1600026
93,"Hypnotize - 2014 Remaster","The Notorious B.I.G.",83,94,"gangster rap, east coast hip hop, hip hop","Hip Hop","Life After Death (2014 Remastered Edition)",1997-03-04,03:49,90,70,14,0,67,20,20,-3,A,4,2025-05-20,7KwZNVEaqikRSBSpyhXK2j,"Rhino Atlantic",11B,USAT21402725
94,"Going Bad (feat. Drake)","Meek Mill,Drake",77,86,"rap","Hip Hop","Championships",2018-11-30,03:00,89,50,26,0,54,0,20,-6,E minor,4,2025-05-20,2IRZnDFmlqMuOrYOLnZZyc,"MMG/Atlantic",9A,USAT21812710
95,"Can't Hold Us (feat. Ray Dalton)","Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton",82,146,"","","The Heist",2012-10-09,04:18,64,92,3,0,85,0,0,-4,D,4,2025-05-20,3bidbhpOYeV4knp8AIu8Xn,"Macklemore",10B,GMM881200021
96,"Early Morning","Jared Royal",4,89,"","","Early Morning",2025-05-07,03:28,69,70,24,0,78,30,30,-4,G,4,2025-05-20,7imkoJbuhkX3loDDTzQNLM,"Jared Royal",9B,QZMWW2571106
97,"Bodak Yellow","Cardi B",74,125,"","","Invasion of Privacy",2018-04-06,03:43,93,70,7,0,49,10,20,-6,B minor,4,2025-05-20,6KBYefIoo7KydImq1uUQlL,"Atlantic/KSR",10A,USAT21701762
