#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
46,"Turn! Turn! Turn! (To Everything There Is a Season)","The Byrds",65,125,"folk rock, country rock, psychedelic rock, acid rock","Rock, Country, Folk","Turn! Turn! Turn!",1965-12-06,03:49,45,82,14,0,76,0,0,-8,D,4,2025-03-17,5qBqBdfTEIWJwAS0Jm2F5R,"Columbia/Legacy",10B,USSM16500041
47,"Build Me Up Buttercup","The Foundations",0,134,"","","Build Me Up Buttercup",1998-00-00,02:58,66,42,36,0,84,0,30,-10,C,4,2025-03-17,3XcuLPQb1LG13ZJEEa6wUI,"Sanctuary Records",8B,GBAJE6800059
48,"This Old Heart Of Mine (Is Weak For You)","The Isley Brothers",66,130,"motown, quiet storm, soul, northern soul","Pop, R&B, Blues","This Old Heart Of Mine",1966-00-00,02:52,63,59,35,0,95,0,20,-10,F,4,2025-03-17,5c33j1xFVOL4G24zxYhssB,"Motown",7B,USMO16600488
49,"My Guy - Single Version","Mary Wells",48,126,"motown, northern soul, doo-wop","Pop, R&B","The Definitive Collection",2008-01-01,02:51,69,54,69,0,93,0,10,-9,A#/B♭,4,2025-03-17,7arXVtGNJPa7aOHiKOeUsl,"UNI/MOTOWN",6B,USMO16400486
50,"Somethin' Stupid","Frank Sinatra,Nancy Sinatra",0,207,"christmas, big band, adult standards, swing music, vocal jazz, jazz, ","Easy Listening, Jazz, Pop","The World We Knew",1967-08,02:42,26,33,75,0,53,0,20,-13,E,4,2025-03-17,3cVWNLd0uEHkc2tnBoE3Ay,"Universal Music Group",12B,USRH10800988
51,"Chapel Of Love","The Dixie Cups",51,123,"doo-wop","Pop, R&B","Full Metal Jacket (Original Motion Picture Soundtrack)",1987-08-04,02:47,54,37,40,0,59,0,10,-14,F#/G♭ minor,4,2025-03-17,0SMRck5oZi9hc16L6FuRF6,"Warner Records",11A,USWB10102869
52,"All Day and All of the Night","The Kinks",0,136,"proto-punk, baroque pop","Classical, Pop, Rock","Kinks (Deluxe Edition)",1964-02-02,02:22,56,92,25,0,71,0,0,-5,G,4,2025-03-17,5gmMa8nwzrkcPbHzSW3azN,"Castle Communications",9B,GBAJE6400007
53,"Careers","Drue & the Millions",23,120,"","","Careers",2024-08-30,04:10,65,38,58,0,46,0,10,-9,D minor,4,2025-03-17,20PCYbfX0zlUBHiwlCrirZ,"Benevolent Music Publishing",7A,QZNG92400056
54,"White Rabbit","Jefferson Airplane",71,107,"psychedelic rock, acid rock","Rock","Surrealistic Pillow",1967-00-00,02:30,55,29,49,0,32,0,0,-13,D,4,2025-03-17,4vpeKl0vMGdAXpZiQB2Dtd,"RCA/BMG Heritage",10B,USRC10301017
55,"Much Too Proud","Ology",6,120,"","","Much Too Proud",2025-01-15,03:34,68,70,6,0,39,0,0,-8,G,4,2025-03-17,53Mk2RKu8GBu5WHaTuylz2,"6439967 Records DK",9B,QZFZ42546188
56,"Space Oddity - 2015 Remaster","David Bowie",74,134,"glam rock, art rock","Rock","David Bowie (aka Space Oddity) [2015 Remaster]",1969-11-04,05:18,31,40,7,0,47,0,10,-14,C,4,2025-03-17,72Z17vmmeQKAg8bptWvpVG,"Parlophone UK",8B,USJT11500173
57,"Piece of My Heart","Big Brother & The Holding Company,Janis Joplin",69,161,"psychedelic rock, acid rock, classic rock","Rock","Cheap Thrills",1968-08-12,04:13,44,73,26,0,57,10,10,-8,E,4,2025-03-17,1xKQbqQtQWrtQS47fUJBtl,"Columbia/Legacy",12B,USSM16800982
58,"Desperado","Dance Like A Poet",27,124,"","","Desperado",2024-10-18,03:19,58,36,54,0,38,0,10,-9,F#/G♭,4,2025-03-17,5TzFvjKS0arhVNlKLx7YP9,"PlanetM",2B,ATSH62400105
59,"Here Comes The Sun - 2019 Mix","The Beatles",55,129,"classic rock, psychedelic rock","Rock","Abbey Road (Super Deluxe Edition)",2019-09-27,03:05,57,56,4,0,29,0,10,-10,A,4,2025-03-17,3CPFHaVEHkkH26hAEPgMMp,"UMC (Universal Music Catalogue)",11B,GBUM71903335
60,"Down On The Corner","Creedence Clearwater Revival",74,108,"classic rock, southern rock, country rock","Rock, Country","Willy And The Poor Boys (Expanded Edition)",1969-11-02,02:46,86,54,58,0,87,0,0,-9,C,4,2025-03-17,2gE95JskwQ1pCACTpGe1Db,"Craft Recordings",8B,USC4R0817613
61,"Me and Bobby McGee","Janis Joplin",72,93,"classic rock, acid rock, psychedelic rock","Rock","Pearl (Legacy Edition)",1971-01-11,04:31,43,46,30,0,66,0,10,-11,D,4,2025-03-17,1IqFh00G2kvvMm8pRMpehA,"Columbia/Legacy",10B,USSM17000790
62,"You'll Never Walk Alone","Gerry & The Pacemakers",62,113,"","","The Very Best Of Gerry & Pacemakers",1997-10-13,02:39,47,37,25,0,22,0,10,-5,C,3,2025-03-17,6fSNK6QlZskYmKTvJnNH5P,"Parlophone UK",8B,GBAYE6300004
63,"The Lion Sleeps Tonight (Wimoweh)","The Tokens",64,121,"doo-wop","Pop, R&B","Wimoweh!!! - The Best Of The Tokens",1994-08-29,02:42,32,47,74,0,80,0,20,-9,F,4,2025-03-17,2F4FNcz68howQWD4zaGJSi,"RCA Records Label",7B,USRC16100933
64,"Apache","The Shadows",0,134,"surf rock, rock and roll","Rock","Back To Back",1998-09-07,02:54,60,45,1,93,78,0,10,-13,A minor,4,2025-03-17,1aAxg5rWVFy6p94IWzO9pN,"Parlophone UK",8A,GBAYE6000069
65,"Surfin' U.S.A. - Remastered 2001","The Beach Boys",73,159,"baroque pop","Classical, Pop","Surfin' USA (Remastered)",1963-03-25,02:29,55,85,66,0,97,0,10,-6,D#/E♭,4,2025-03-17,0wz1LjDb9ZNEYwOmDJ3Q4b,"Capitol Records",5B,USCA20001654
66,"Pinball Wizard","The Who",0,124,"classic rock, rock","Rock","Tommy (Remastered 2013 Super Deluxe Edition)",1969-05-23,03:00,54,72,2,0,47,0,20,-9,D,4,2025-03-17,1zGk1kgAxCpg6PHjGuLe4J,"Universal Music Group",10B,GBAKW6900102
67,"Dancing In The Street - Single Version","Martha Reeves & The Vandellas",0,126,"motown, northern soul, soul","Pop, R&B, Blues","The Ultimate Collection: Martha Reeves & The Vandellas",1998-01-01,02:40,56,88,4,3,75,0,10,-2,B minor,4,2025-03-17,32k7kVzz4SpmI7Q5xI856l,"Universal Music Group",10A,USMO16400446
68,"Sweet Caroline","Neil Diamond",79,63,"","","Sweet Caroline",1969-06-06,03:23,53,13,61,0,58,0,20,-16,B,4,2025-03-17,62AuGbAkt8Ox2IrFFb8GKV,"Geffen",1B,USMC16991138
69,"Aquarius/Let The Sunshine In (The Flesh Failures) - From the Musical  Hair ","The 5th Dimension",61,118,"","","The Age Of Aquarius",1969-00-00,04:49,29,74,45,0,51,0,10,-6,G,4,2025-03-17,0HZlND4giwzgolBpaNIRGV,"Arista/Legacy",9B,USAR10001747
70,"Evelyn (Reprise in A Major)","John Sullivan",7,76,"","","Evelyn (Reprise in A Major)",2024-12-20,03:44,69,42,63,0,47,0,20,-13,A,4,2025-03-17,6zQRUXn6BmBcv1Em3OavXY,"5843610 Records DK",11B,QT3EY2435330
71,"Hold On, I'm Comin'","Sam & Dave",73,107,"motown, soul","Pop, R&B, Blues","Hold On, I'm Comin'",1966-00-00,02:35,80,34,20,4,91,0,10,-14,F#/G♭,4,2025-03-17,6PgVDY8GTkxF3GmhVGPzoB,"Rhino Atlantic",2B,USAT20001059
72,"Ain't No Mountain High Enough","Marvin Gaye,Tammi Terrell",85,130,"motown, soul, northern soul, quiet storm","Pop, R&B, Blues","United",1967-08-29,02:31,66,60,43,0,80,0,10,-11,G,4,2025-03-17,7tqhbajSfrz2F7E1Z75ASX,"UNI/MOTOWN",9B,USMO16700534
73,"Raindrops Keep Fallin' On My Head","B.J. Thomas",0,105,"","","Raindrops Keep Fallin' On My Head",2005-00-00,03:04,52,45,81,0,65,0,10,-9,F,4,2025-03-17,0zRtBDhwtIFTfoK2HuURbM,"Gusto Records",7B,USACU0501964
74,"The Twist","Chubby Checker",54,157,"rock and roll","Rock","The Best Of Chubby Checker 1959-1963",2005-01-01,02:33,53,64,20,0,94,0,0,-7,E,4,2025-03-17,3ohLnESFgYACPMCkoTOzqE,"ABKCO Music and Records, Inc.",12B,USA176040010
75,"Nuclear Spring","World Without Humans",28,59,"","","Nuclear Spring",2024-12-23,08:03,48,64,16,72,42,0,50,-10,B minor,4,2025-04-24,20AniJXpLDORNI9p3zH56A,"World Without Humans",10A,QZVEM1898041
76,"On My Way","Nolans Rd",0,120,"","","On My Way",2024-11-19,02:22,70,67,21,4,63,0,0,-10,E,4,2025-05-19,64FP57RbAg7cs3cDiduY8z,"Sweetbaboo records",12B,QZZ7L2483254
77,"People Are Strange","The Doors",75,119,"psychedelic rock, classic rock, acid rock","Rock","Strange Days",1967-09-25,02:10,70,47,69,0,76,0,30,-9,E minor,4,2025-03-17,1Jmqubf9kGkWeYQXQKImL5,"Rhino/Elektra",9A,USEE19900740
78,"American Woman - 7  Single Version","The Guess Who",46,93,"classic rock","Rock","Platinum & Gold Collection",2003-05-06,03:51,54,84,4,0,88,0,30,-8,A,4,2025-03-17,5LPGZnsy07YNxeuTI1X3RT,"RCA/BMG Heritage",11B,USRC16908370
79,"It's Your Thing","The Isley Brothers",26,185,"motown, quiet storm, soul, northern soul","Pop, R&B, Blues","The Essential Isley Brothers",2004-00-00,02:47,38,69,9,0,88,10,0,-10,A#/B♭,4,2025-03-17,2P841egdsDwDc0Fx0qkamZ,"Epic",6B,USSM19803494
80,"Signed, Sealed, Delivered (I'm Yours)","Stevie Wonder",0,109,"motown, soul","Pop, R&B, Blues","Signed, Sealed And Delivered",1970-08-01,02:41,67,60,5,0,87,0,0,-11,F,4,2025-03-17,4CB13d6Igb94cWMOQWY3JF,"Universal/Island Def Jam",7B,FRZ029400710
81,"In My Dreams","E.J",20,140,"","","Reminiscence",2024-07-19,05:17,50,43,73,0,28,0,10,-8,D#/E♭,4,2025-04-18,0qM8Qg27cf5WgxBdrFb3bS,"Laade's Music",5B,QZFZ62355012
82,"Fly Me To The Moon (In Other Words)","Frank Sinatra,Count Basie",75,119,"christmas, big band, adult standards, swing music, vocal jazz, jazz","Easy Listening, Jazz, Pop","Sinatra/Basie: The Complete Reprise Studio Recordings",1962-12-10,02:27,67,26,45,0,37,0,0,-14,G,4,2025-03-17,5b7OgznPJJr1vHNYGyvxau,"FRANK SINATRA DIGITAL REPRISE",9B,USRH10800836
83,"All You Need Is Love - Remastered 2009","The Beatles",69,103,"classic rock, psychedelic rock","Rock","Magical Mystery Tour (Remastered)",1967-11-27,03:50,40,48,35,0,65,0,10,-8,G,4,2025-03-17,68BTFws92cRztMS1oQ7Ewj,"EMI Catalogue",9B,GBAYE0601643
84,"Runaround Sue - Remastered 1991","Dion",51,159,"doo-wop","Pop, R&B","The Best Of Dion",2001-01-01,02:40,45,49,30,0,65,10,40,-12,D,4,2025-03-17,3u6v1F9EQqYFaCAou7ipzN,"Capitol Records (CAP)",10B,USLA19100004
85,"Theme From New York, New York","Frank Sinatra",58,109,"christmas, big band, adult standards, swing music, vocal jazz, jazz","Easy Listening, Jazz, Pop","Ultimate Sinatra",2015-04-17,03:24,39,59,55,0,56,0,20,-5,D,4,2025-03-17,4ODWgs1CVAZKDbryEodjiz,"FRANK SINATRA HYBRID",10B,USRH10723042
86,"Into You","Moon Veil",34,123,"","","The Unknown",2025-04-12,03:50,57,61,21,0,39,0,20,-6,C,4,2025-04-30,2CT1OG2dHjufuGaNVwlcZn,"Pack the Arcade Records",8B,QT4SE2500003
87,"How Many Days Would Pass","GR8 EFX",32,120,"","","How Many Days Would Pass",2025-04-23,03:38,64,79,37,0,41,0,0,-5,F#/G♭,4,2025-05-08,4zbLr7GHKAX0eLu4q4XSRY,"GR8 EFX",2B,QZMEP2580876
88,"Goodbye Lover","ALKY",30,115,"","","Goodbye Lover",2025-04-25,04:13,49,44,0,81,11,0,10,-10,E,4,2025-04-30,52wYRr2Q4Dve6LNiH3vuWW,"BR Records",12B,QZK6F2563586
89,"The Letter","The Box Tops",70,139,"","","The Letter/Neon Rainbow",1967-00-00,01:52,64,43,25,0,90,0,10,-12,A minor,4,2025-03-17,6RJK553YhstRzyKA4mug09,"Arista/Legacy",8A,USAR17200009
90,"Stop! In The Name Of Love","The Supremes",64,115,"motown, northern soul, soul","Pop, R&B, Blues","More Hits By The Supremes",1965-07-23,02:52,61,44,53,0,50,0,10,-13,C,4,2025-03-17,52FlwUMMDnTK8TGkCag9Jd,"Motown",8B,USMO16500288
91,"Lost and Found","Cul De Sac Kings",31,102,"","","Lost and Found",2025-04-15,03:48,67,75,1,0,58,0,0,-8,E,4,2025-05-12,7CrpeIOaTBJNHdNpbprDh2,"3575170 Records DK",12B,QZZ7U2402666
92,"White Room","Cream",73,110,"classic rock, psychedelic rock, acid rock, blues rock","Rock, Blues","Wheels Of Fire",1968-07-01,04:58,55,58,19,1,46,0,0,-13,C,4,2025-03-17,3Xls4cNOwy01dtrNXb1inG,"Polydor Records",8B,GBA076800030
93,"Velocity of Innocence","Andreas Berndt",22,120,"","","Velocity of Innocence",2025-04-11,03:17,63,87,2,0,50,0,20,-4,G minor,4,2025-05-09,2ADSCSCMazp6m7gFguteds,"Artistfy Music",6A,DEYW82505308
94,"To Love Somebody","Bee Gees",71,91,"disco","Pop","Bee Gees' 1st",1967-07-14,03:02,43,38,73,0,53,0,20,-13,A,4,2025-03-17,0mbS3VwRbO6HVBMPXnzOGA,"Bee Gees Catalog",11B,GBAKW6701004
95,"Nights In White Satin - Single Version / Mono","The Moody Blues",68,85,"progressive rock, symphonic rock, art rock, blues, baroque pop, psychedelic rock","Rock, Classical, Pop, Blues","Days Of Future Passed (Deluxe Version)",1967-11-10,04:29,20,48,47,50,17,0,0,-5,E minor,4,2025-03-17,6L5BZEcZmD6RBJnimzlyKr,"UMC (Universal Music Catalogue)",9A,GBBBA6760792
96,"Can't Help Falling in Love","Elvis Presley",82,100,"rockabilly, rock and roll","Rock","Blue Hawaii",1961-10-20,03:02,40,29,94,0,34,0,10,-14,D,3,2025-03-17,44AyOl4qVkzS48vBsbNXaC,"RCA/Legacy",10B,USRC16101350
97,"Love Letters","Happy Victims",33,138,"","","Love Letters",2025-05-02,03:55,45,87,0,0,24,0,10,-5,F#/G♭ minor,4,2025-05-09,28tHmSrye9vFRnSwLTKCYe,"Euphonic/Umbrella Records",11A,QZMEP2535934
