Artist,Song,Key,BPM,Camelot,Popularity,Energy,Danceability,Hapiness
"Hior Chronik, Georgios Papadopoulos",Whispers From The Surface Of A Lake,A Minor,143,8A,41,23,22,4
Hippie Sabotage,Devil Eyes,C# Minor,99,12A,78,40,39,20
Hollow Coves,The Woods,A Major,106,11B,65,41,80,22
Homixide Gang,SSN,C# Minor,77,12A,54,58,71,51
Homixide Gang,55 Lifestyle,G Major,151,9B,57,42,67,15
Homixide Gang,Lifestyle,A Major,144,11B,61,79,73,52
"Homixide Gang, R5 Homixide",5unna,B Major,146,1B,61,64,69,55
Hootie & The Blowfish,Only Wanna Be With You,F# Major,103,2B,74,87,49,51
Hot Hot Heat,Bandages,E Minor,150,9A,47,95,38,86
Hot Hot Heat,Goodnight Goodnight,B♭ Major,168,6B,40,90,35,88
Hotboii,Goat Talk,F Minor,166,4A,55,59,65,64
Hotboii,Dim,A♭ Major,165,4B,52,60,78,60
Hotel Pools,Eclipse,B Minor,170,10A,48,67,49,38
Hotel Ugly,I Think I Left the Stove On,C# Minor,140,12A,74,71,77,80
Hotel Ugly,Shut up My Moms Calling,A Minor,138,8A,88,41,49,38
Houndmouth,Sedona,E♭ Major,135,5B,61,65,39,26
Hozier,Take Me To Church,E Minor,129,9A,86,66,57,44
Hozier,Too Sweet,B♭ Major,117,6B,86,64,74,96
Hozier,Like Real People Do,G Major,140,9B,76,18,54,14
Hozier,Almost (Sweet Music),G Major,90,9B,76,69,52,71
Hozier,Someone New,G Major,184,9B,81,53,44,60
HRVY,1 Day 2 Nights,C Major,122,8B,52,75,75,91
Huddy,Teenage Heartbreak,D Major,170,10B,37,86,44,62
Hudson Westbrook,Weatherman,A Minor,150,8A,70,45,54,63
Hudson Westbrook,Take Your Time,G Major,182,9B,69,38,49,60
Huey Lewis & The News,The Power Of Love,F Major,119,7B,77,83,77,96
"Huncho Jack, Travis Scott, Quavo",Modern Slavery,E Minor,134,9A,59,73,77,50
"Huncho Jack, Travis Scott, Quavo",Best Man,A♭ Major,107,4B,49,69,67,16
"Huncho Jack, Travis Scott, Quavo",Motorcycle Patches,A♭ Major,163,4B,60,66,87,44
Ian Munsick,Horses Are Faster,A Major,81,11B,63,71,31,46
iann dior,emotions,A Major,81,11B,71,63,63,16
iann dior,Good Day,D Major,82,10B,58,63,71,45
iann dior,I Find It Hard,C# Major,152,3B,37,62,74,54
iann dior,is it you,G Major,81,9B,44,72,43,19
Icewear Vezzo,Back On The Road,A♭ Minor,75,1A,51,61,87,66
"Icona Pop, Charli xcx",I Love It (feat. Charli XCX),A♭ Major,126,4B,77,91,71,82
"Icona Pop, VIZE",Off Of My Mind,C# Major,126,3B,55,76,80,59
"Ida Corr, Fedde Le Grand",Let Me Think About It,C Minor,129,5A,71,75,76,72
"IDK, Denzel Curry",ONCE UPON A TIME (FREESTYLE),B♭ Minor,91,3A,61,81,76,71
"Iggy Azalea, Anitta",Switch,E Minor,110,9A,47,63,91,38
"Iggy Azalea, Rita Ora",Black Widow,E♭ Minor,164,2A,66,72,74,51
"ILIRA, VIZE",Dynamite,A♭ Major,108,4B,50,82,76,39
Ilkay Sencan,Do It,C# Major,108,3B,49,87,80,20
ilyTOMMY,Princess Bubblegum,G Major,140,9B,69,48,59,7
Imagine Dragons,Roots,G Minor,158,6A,66,89,64,60
Imagine Dragons,Sharks,B♭ Minor,124,3A,76,64,93,90
Inayah,Best Thing,A♭ Minor,93,1A,62,47,71,38
Incubus,Drive,E Minor,91,9A,82,79,65,67
Incubus,The Warmth,C Major,147,8B,60,68,59,35
Incubus,Here in My Room,A♭ Major,142,4B,47,65,46,19
Incubus,Dig,B Major,78,1B,66,90,45,46
Incubus,"Promises, Promises",C Major,144,8B,52,71,59,85
Indivision,In Vitro,D Major,175,10B,30,96,49,62
Interaction,Voyage Through The Void - Original Mix,A Minor,175,8A,13,85,48,23
"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),C# Minor,140,12A,78,66,80,46
"Internet Money, Lil Tecca, Lil Mosey",JETSKI,A♭ Minor,93,1A,62,45,88,46
"Internet Money, The Kid LAROI",Speak,B Major,158,1B,57,71,71,57
Interpol,Obstacle 1,F Major,121,7B,63,94,38,39
INXS,Mystify,A Minor,129,8A,67,84,60,43
INXS,Need You Tonight,B♭ Minor,109,3A,75,63,80,79
INXS,New Sensation,A Major,115,11B,70,95,68,93
Iron Maiden,The Trooper - 2015 Remaster,E Minor,160,9A,76,91,28,67
Isabel LaRosa,i'm yours,F Minor,111,4A,81,71,40,64
Isabel LaRosa,older,E♭ Minor,68,2A,80,51,47,42
Isabel LaRosa,Pretty Boy,C# Major,136,3B,59,90,72,64
Isaiah Rashad,Park,G Major,100,9B,57,63,86,54
Isaiah Rashad,Find a Topic (homies begged),G Major,131,9B,61,57,91,55
"Isaiah Rashad, Smino",Claymore (feat. Smino),C# Major,141,3B,57,52,69,68
"Issam Alnajjar, Loud Luxury, Ali Gatie",Turning Me Up (Hadal Ahbek),B Major,120,1B,46,82,74,75
Istasha,Captions Are Automatically Generated,D Major,120,10B,52,55,80,29
IVE,ELEVEN,A Major,120,11B,72,73,83,59
Iyaz,Replay,A Major,91,11B,85,75,71,20
"J Balvin, Skrillex",In Da Getto,A♭ Major,127,4B,71,72,92,64
"J Balvin, Sky Rompiendo",Verde,A♭ Minor,95,1A,59,74,83,82
j-hope,MONA LISA,C# Major,138,3B,88,81,80,96
J. Cole,a m a r i,E Minor,66,9A,68,71,73,21
J. Cole,Huntin’ Wabbitz,C# Minor,114,12A,73,49,81,43
J. Dash,Wop (Official Version),G Major,112,9B,58,71,85,60
J.I the Prince of N.Y,Love Won’t Change,D Major,87,10B,59,59,50,22
J.I the Prince of N.Y,Blame on Me,F Minor,81,4A,62,37,80,46
Jace!,556 (Green Tip),D Major,75,10B,61,28,87,49
Jack Harlow,WHATS POPPIN,B Minor,145,10A,74,60,92,83
"Jack Harlow, Pooh Shiesty",SUVs (Black on Black),C# Major,163,3B,65,69,80,50
Jack Johnson,Banana Pancakes,G Major,115,9B,73,37,81,63
"JACKBOYS, Pop Smoke, Travis Scott",GATTI,D Major,143,10B,73,68,59,47
"JACKBOYS, Sheck Wes",GANG GANG,G Minor,123,6A,69,60,86,57
"JACKBOYS, Travis Scott, Don Toliver",WHAT TO DO? (feat. Don Toliver),A Minor,118,8A,72,59,64,20
Jackie Wilson,Reet Petite,F Major,84,7B,57,66,66,87
Jacobo Ramos,Si Acaso Se Me Olvida,A Major,135,11B,49,47,50,13
Jacobo Ramos,Tu eres Rey,G Major,122,9B,24,95,52,33
Jaheim,Put That Woman First,F Minor,79,4A,61,54,65,51
Jalen Santoy,Foreplay,F Minor,119,4A,70,34,79,58
James Arthur,Can I Be Him,B Major,108,1B,83,54,70,48
James Taylor,Fire and Rain - 2019 Remaster,F Major,76,7B,75,27,60,34
"Jameson Rodgers, Luke Combs",Cold Beer Calling My Name,G Major,148,9B,64,86,59,79
Jamie Miller,Maybe Next Time,B Major,80,1B,66,37,61,35
Jane's Addiction,Jane Says,D Major,82,10B,65,60,40,50
"Janet Jackson, Nelly",Call On Me,A♭ Minor,82,1A,62,67,71,77
Janis Joplin,Me and Bobby McGee,D Major,93,10B,72,46,43,66
Jasiah,Crisis,B♭ Minor,166,3A,54,79,76,58
Jason Derulo,The Other Side,A Major,128,11B,67,84,56,52
Jason Mraz,The Dynamo of Volition,B Minor,118,10A,32,82,71,74
Jason Mraz,Coyotes,F Minor,100,4A,32,70,70,65
Jason Mraz,Curbside Prophet,F Major,178,7B,40,79,62,89
Jason Mraz,I'm Yours,B Major,151,1B,81,44,70,71
"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat),C Minor,150,5A,74,48,77,76
"Jay Gwuapo, Pop Smoke",Black Mask (feat. Pop Smoke),C# Major,144,3B,42,67,82,26
"Jay Rock, Tee Grizzley",Shit Real (feat. Tee Grizzley),A♭ Minor,104,1A,47,68,84,30
"Jay Sean, Gucci Mane, Asian Doll",With You,B♭ Minor,130,3A,51,57,79,73
"Jay Sean, Sean Paul, Lil Jon",Do You Remember,B Major,126,1B,74,67,85,82
"Jay Wheeler, NOREH",Lugar Seguro,D Major,87,10B,70,36,42,40
JayDaYoungan,Thot Thot,C Minor,148,5A,64,52,82,66
JayDaYoungan,Elimination,E Minor,129,9A,70,52,76,70
Jaymes Young,I'll Be Good,G Major,89,9B,63,28,39,13
"Jazmine Sullivan, Ari Lennox",On It,C# Minor,128,12A,53,38,42,23
"JC Reyes, Camin",34 Amor y Mafia,A Major,94,11B,70,77,84,83
Jefferson Airplane,White Rabbit,D Major,107,10B,71,29,55,32
Jend,In The Dark,G Major,126,9B,68,63,80,73
"JENNIE, Dua Lipa",Handlebars (feat. Dua Lipa),D Major,152,10B,86,86,51,67
"Jennifer Lopez, Pitbull",On The Floor - Radio Edit,B Major,130,1B,78,69,76,44
Jeremy Zucker,comethru,C Major,94,8B,75,18,80,61
Jeremy Zucker,scared,F Major,108,7B,58,8,58,35
"Jeremy Zucker, Bea Miller",comethru (with Bea Miller),C Major,94,8B,57,19,76,60
"Jeremy Zucker, Chelsea Cutler",you were good to me,D Major,102,10B,72,8,56,21
Jeris Johnson,roses red,A♭ Major,148,4B,51,74,56,48
"Jessie J, Ariana Grande, Nicki Minaj",Bang Bang,C Minor,150,5A,83,79,71,75
"Jessie J, B.o.B",Price Tag,F Major,175,7B,53,84,64,69
Jet,Look What You've Done,C Major,74,8B,66,54,40,33
JID,151 Rum,G Major,130,9B,69,87,76,67
"JID, BJ The Chicago Kid",Skrawberries (feat. BJ The Chicago Kid),F# Minor,81,11A,55,77,61,51
Jim Croce,Time in a Bottle,D Major,134,10B,75,16,53,59
Jim Croce,Operator (That's Not the Way It Feels),G Major,130,9B,74,53,69,81
Jimmy Eat World,Hear You Me,E Major,136,12B,68,52,47,14
Jin,Falling,A♭ Minor,128,1A,63,71,66,61
Jin,I’ll Be There,B♭ Major,149,6B,69,74,54,74
Job González,Tu Fidelidad (En Vivo) [Reprise],G Major,72,9B,26,21,36,21
Joe Cocker,You Are So Beautiful,C# Major,83,3B,68,18,30,9
Joe Jonas,Heart By Heart,G Major,148,9B,70,84,54,52
Joe Walsh,Life's Been Good,D Major,99,10B,69,48,51,54
Joel Corry,Lonely,F Major,124,7B,61,92,70,72
"Joel Corry, MNEK",Head & Heart (feat. MNEK),A♭ Major,123,4B,79,87,73,91
Joey Bada$$,Love Is Only a Feeling,C# Minor,90,12A,78,68,63,50
"Joey Bada$$, Capital Steez",Survival Tactics,C# Major,200,3B,67,84,53,92
Jóhann Jóhannsson,The Theory of Everything,D Major,104,10B,60,12,42,18
John Denver,Sunshine On My Shoulders,B♭ Major,147,6B,63,17,32,26
John Denver,Rocky Mountain High,E Major,81,12B,71,44,46,72
John Parr,St Elmo's Fire (Anniversary Edition),A Major,111,11B,67,83,57,54
"John Travolta, Olivia Newton-John",You're The One That I Want - From “Grease”,C Major,107,8B,81,61,76,82
"John Travolta, Olivia Newton-John",Summer Nights - From “Grease”,D Major,124,10B,75,66,75,61
John Vincent III,Next to You,G Major,132,9B,73,42,44,7
Joji,Demons,D Minor,168,7A,64,38,46,4
Joji,Pills,B Major,81,1B,56,41,45,24
Joji,SLOW DANCING IN THE DARK,E♭ Major,89,5B,84,48,52,28
JoJo,Too Little Too Late,F# Minor,82,11A,75,80,42,73
JoJo,Baby It's You,C# Major,120,3B,63,40,90,69
Jon Bellion,All Time Low,C Major,90,8B,68,57,62,51
Jon Pardi,Your Heart Or Mine,F Minor,86,4A,73,71,64,72
Jon Pardi,Last Night Lonely,F# Major,103,2B,71,81,65,85
Jon Pardi,Heartache On The Dance Floor,A Major,116,11B,78,83,60,62
Jon Pardi,Night Shift,D Major,96,10B,77,75,63,73
"Jonas Blue, Dakota",Fast Car,A Major,114,11B,79,58,67,55
"Jonas Blue, William Singe",Mama,B Minor,104,10A,76,79,74,57
Jonas Brothers,Sucker,C# Minor,138,12A,81,73,84,95
Jonas Brothers,Burnin' Up,D Major,114,10B,68,95,67,81
Jonas Colstrup,Slow Down,D Minor,91,7A,29,4,32,18
Jordan Davis,Take It From Me,B♭ Major,100,6B,70,89,59,67
Jordan Davis,Learn The Hard Way,A Major,158,11B,68,75,58,57
"Jordan Davis, Luke Bryan",Buy Dirt,E Major,178,12B,80,56,59,44
José González,Heartbeats,E♭ Major,88,5B,64,18,59,31
Joy Boyz,Joy Eyes,E♭ Minor,175,2A,13,35,50,4
Joy Division,Love Will Tear Us Apart - 2020 Remaster,D Major,147,10B,72,92,53,90
JPEGMAFIA,BALD!,B♭ Major,155,6B,59,92,59,68
Juan Carlos Alvarado,El Poderoso de Israel,D Major,151,10B,54,93,52,76
Juan Carlos Alvarado,Cantaré Al Señor Por Siempre,E Minor,155,9A,54,98,46,74
Juice WRLD,End Of The Road,C# Minor,110,12A,69,72,37,29
Juice WRLD,Wishing Well,A Minor,150,8A,80,61,65,8
Juice WRLD,Lucid Dreams,F# Minor,84,11A,86,57,51,22
"Juice WRLD, benny blanco",Real Shit (with benny blanco),C# Major,76,3B,61,70,70,70
"Juice WRLD, Lil Uzi Vert",Wasted (feat. Lil Uzi Vert),C Major,145,8B,78,58,74,50
Julian Casablancas,11th Dimension,F# Minor,126,11A,55,93,57,37
"Juls, Masego",Perspective,B♭ Minor,98,3A,47,71,77,69
Jung Kook,Hate You,D Major,80,10B,74,27,42,25
Jungle,Busy Earnin',B♭ Minor,100,3A,68,88,55,75
Justice,New Lands,E Major,127,12B,57,82,45,30
Justin Bieber,Ghost,D Major,154,10B,85,74,60,44
Justin Bieber,Sorry,C Minor,100,5A,87,76,66,41
Justin Bieber,What Do You Mean?,F Minor,125,4A,84,57,85,79
"Justin Bieber, benny blanco",Lonely (with benny blanco),B Minor,79,10A,73,24,62,7
Justin Hurwitz,Sextant,G Minor,105,6A,50,11,49,53
Justin Hurwitz,Quarantine,C# Minor,90,12A,51,4,29,30
Justin Hurwitz,Armstrong Cabin,G Minor,116,6A,59,20,44,7
JVKE,Upside Down,D Major,120,10B,59,50,88,48
"K Dos, Coi Leray",Games,A Minor,150,8A,0,51,78,67
K.Flay,Blood In The Cut,D Major,130,10B,62,66,77,64
Kaash Paige,Love Songs - Bonus,F Major,120,7B,83,36,64,45
Kacey Musgraves,Follow Your Arrow,F Major,196,7B,65,65,45,57
KAI,Rover,C# Minor,186,12A,73,81,63,55
Kaiit,OG Luv Kush pt.2,F# Major,90,2B,49,37,77,26
Kalash Criminel,Piano sombre,A♭ Major,98,4B,54,57,80,64
KALEO,Automobile,D Major,126,10B,57,55,69,36
KALEO,I Want More,A♭ Major,98,4B,57,53,55,36
Kali Uchis,Your Teeth In My Neck,E♭ Minor,116,2A,72,60,85,86
Kali Uchis,Dead To Me,E Minor,119,9A,77,76,68,43
"Kaliii, ATL Jacob",MMM MMM (feat. ATL Jacob),A Major,87,11B,54,44,85,19
Kane Brown,Heaven,A Major,80,11B,74,56,68,52
Kankan,Wokeup,B♭ Minor,140,3A,65,26,71,47
Kanon Wakeshima,skip turn step♪,F Major,133,7B,25,53,67,30
Kanye West,Father Stretch My Hands Pt. 1,G Major,113,9B,83,57,72,44
"Kanye West, Adam Levine",Heard 'Em Say,G Minor,95,6A,52,70,74,56
"Kanye West, Jamie Foxx",Gold Digger,C# Minor,93,12A,68,70,63,62
"Kanye West, Lil Pump",I Love It (& Lil Pump),D Major,104,10B,71,52,90,33
KARD,CAKE,C# Major,100,3B,19,86,76,39
KAROL G,"Ay, DiOs Mío!",B Major,180,1B,73,71,72,52
"KAROL G, Dei V",GATITA GANGSTER,B♭ Minor,97,3A,71,55,83,53
"KAROL G, Quevedo",PERO TÚ,F# Major,140,2B,77,79,86,68
Kash Doll,Doin Too Much,G Major,160,9B,46,45,85,80
KATSEYE,Touch,F Minor,167,4A,83,90,74,79
KATSEYE,Debut,B Major,122,1B,77,60,87,71
Katy Perry,This Is How We Do,A Minor,96,8A,61,64,69,80
Katy Perry,Part Of Me,F Major,130,7B,73,92,67,76
Katy Perry,Roar,G Minor,90,6A,80,77,67,44
Katy Perry,Waking Up In Vegas,F Minor,131,4A,47,88,52,59
"Katy Perry, Juicy J",Dark Horse,F# Major,132,2B,83,59,65,35
"KAYTRANADA, Syd",YOU'RE THE ONE (feat. Syd),D Major,118,10B,53,39,82,24
KC & The Sunshine Band,That's the Way (I Like It) - 2004 Remaster,F Minor,109,4A,65,88,68,92
Keane,Everybody's Changing,C Major,94,8B,70,83,52,45
"Keith Urban, P!nk",One Too Many,E Major,83,12B,63,54,70,59
Kelis,Milkshake - Radio Mix,C# Major,113,3B,60,77,89,82
Kelly Rowland,Work,B♭ Minor,103,3A,32,84,88,62
Kelsey Hart,Life With You,E♭ Major,125,5B,65,56,60,31
Ken Carson,Yale,C# Major,142,3B,80,44,73,44
Kendrick Lamar,A.D.H.D,A Major,158,11B,77,80,61,58
Kendrick Lamar,DNA.,C# Major,140,3B,83,52,64,42
Kendrick Lamar,Swimming Pools (Drank),A♭ Major,74,4B,83,45,69,20
"Kendrick Lamar, SZA",All The Stars (with SZA),A♭ Major,97,4B,94,63,70,56
"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,B♭ Major,126,6B,87,59,80,78
Kenny Loggins,Footloose,A Major,174,11B,41,90,55,49
Kep1er,Up!,F# Major,124,2B,46,93,75,93
Kesha,Your Love Is My Drug,C# Major,120,3B,76,61,83,76
Kesha,Crazy Kids,C Minor,128,5A,51,71,74,48
Kevin Abstract,Peach,G Major,132,9B,65,68,65,42
Kevin MacLeod,One-eyed Maestro,F Minor,102,4A,28,50,77,64
Key Glock,Gang Shit No Lame Shit,F Major,115,7B,71,43,83,38
Key Glock,Mr. Glock,G Major,150,9B,74,95,80,75
Key Glock,Word on the Streets,B♭ Minor,148,3A,72,65,89,80
Kezco,Carry It,D Major,130,10B,53,70,80,26
khai dreams,Lost in You,F Minor,90,4A,55,61,77,79
Khalid,Stay,F Minor,125,4A,52,63,67,43
Khalid,My Bad,C Minor,85,5A,55,58,58,37
"Khalid, Normani",Love Lies,F# Major,144,2B,76,65,71,34
KHEA,Dónde Estás,G Major,90,9B,68,62,71,61
"KHEA, Midel, Duki",Ánimo (feat. Duki & Midel),C Minor,130,5A,52,59,82,46
"Kidd Snooze, 347aidan",World Ends,A Minor,72,8A,35,21,76,49
KIDS SEE GHOSTS,Fire,F# Major,105,2B,59,75,71,37
KIDS SEE GHOSTS,Reborn,C Major,100,8B,67,60,59,23
"Kierra Luv, iann dior",Run Away,B♭ Major,95,6B,17,73,76,33
King Von,Took Her To The O,C# Major,160,3B,84,59,82,40
King Von,Armed & Dangerous,C# Major,188,3B,82,59,70,23
King Von,3 A.M.,C# Major,140,3B,71,49,89,7
King Von,Ride,D Minor,162,7A,71,59,60,35
King Von,Wayne's Story,A♭ Major,144,4B,65,48,66,37
Kings of Leon,Waste A Moment,D Major,153,10B,73,85,44,54
Kings of Leon,Radioactive,F Major,126,7B,55,93,41,36
KIRBY,Kool Aid,E Minor,155,9A,57,73,57,47
KISS OF LIFE,Igloo,B Minor,140,10A,82,61,92,87
Kizz Daniel,Cough (Odo),F Minor,110,4A,68,69,88,92
"Kizz Daniel, Philkeyz",Nesesari,F Minor,111,4A,66,79,79,95
"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),F# Major,108,2B,56,55,92,85
Kodak Black,Transportin',B♭ Minor,94,3A,80,66,80,26
Kodak Black,Super Gremlin,D Major,73,10B,73,41,83,11
"Kodak Black, XXXTENTACION",Roll in Peace (feat. XXXTENTACION),B♭ Minor,140,3A,76,52,75,36
Kodaline,High Hopes,E Major,77,12B,67,49,49,22
Kool & The Gang,Fresh,B Minor,118,10A,70,38,84,95
Kool & The Gang,Celebration - Single Version,C# Major,121,3B,66,84,82,95
KT Tunstall,Black Horse And The Cherry Tree,E Minor,105,9A,64,79,75,92
KT Tunstall,Suddenly I See,C Major,100,8B,80,77,59,66
"Kungs, David Guetta, Izzy Bizu",All Night Long,C# Minor,126,12A,66,92,70,45
Kurt Cobain,And I Love Her,C# Major,97,3B,66,28,62,44
Kuzu Mellow,Sunflower Feelings,C Major,130,8B,51,45,82,56
"Kygo, Labrinth",Fragile,F Major,150,7B,63,42,47,22
"Kygo, Tina Turner",What's Love Got to Do with It,A♭ Minor,105,1A,71,66,75,62
Kyle Hume,Fine,C# Major,78,3B,67,57,62,68
La Oreja de Van Gogh,Rosas,A Major,107,11B,80,69,78,54
La Roux,Bulletproof,E♭ Minor,123,2A,76,88,67,68
Labrinth,Formula,B Major,145,1B,79,66,57,23
Labrinth,Still Don't Know My Name,F Major,90,7B,76,63,32,31
Lady Gaga,Garden Of Eden,C# Major,125,3B,87,91,67,61
Lady Gaga,Poker Face,E Major,119,12B,89,81,85,77
Lady Gaga,Paparazzi,F Minor,115,4A,84,69,76,40
"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),A Major,123,11B,76,86,67,65
"Lady Gaga, Colby O'Donis",Just Dance,C# Minor,119,12A,87,74,82,75
Lainey Wilson,Heart Like A Truck,A Major,140,11B,78,63,59,39
Lancey Foux,RESPECT,D Major,140,10B,50,64,71,20
LANCO,Greatest Love Story,B♭ Major,148,6B,68,62,67,62
"Landon Cube, 24kGoldn",Eighties,E Major,185,12B,43,79,50,62
"Lara91k, Duki, Yesan 雪山, Percii",Eres Para Mí,E♭ Minor,105,2A,49,53,79,68
"Larry June, The Alchemist, Big Sean","Palisades, CA",C Minor,130,5A,56,74,71,68
"Last Dude, Juice",I'm Here,F# Minor,84,11A,0,45,43,22
Lauren Spencer Smith,Fingers Crossed,F Major,109,7B,74,47,56,44
Layton Greene,Myself,B Major,138,1B,63,53,36,32
LAZER DIM 700,Laced max,B Minor,100,10A,67,52,77,8
LCD Soundsystem,Daft Punk Is Playing at My House,G Major,136,9B,62,91,92,97
LE SSERAFIM,CRAZY,B Minor,130,10A,80,90,80,53
LE SSERAFIM,EASY,C Major,165,8B,78,70,74,60
"LE SSERAFIM, Nile Rodgers",UNFORGIVEN (feat. Nile Rodgers),E Minor,104,9A,73,88,80,38
Lee Brice,Rumor,A Major,141,11B,78,56,66,60
Leon Bridges,Better Man,G Major,188,9B,62,75,40,67
Leon Bridges,Coming Home,F# Major,112,2B,79,47,42,46
Leslie Odom Jr.,Go Crazy,D Major,120,10B,46,79,77,73
Lewis Capaldi,Forever,C# Major,85,3B,73,36,65,36
"Lexurus, Leah Rye",Out Of Love,B Minor,174,10A,28,95,40,9
"Liam Payne, J Balvin",Familiar (With J. Balvin),A Major,93,11B,60,80,66,87
"Liam Payne, Quavo",Strip That Down (feat. Quavo),F# Major,106,2B,73,50,87,55
"Liam Payne, Rita Ora",For You (With Rita Ora),D Minor,113,7A,73,80,53,17
Lifehouse,Falling In,G Major,123,9B,48,85,65,50
Lifehouse,Hanging By A Moment,C# Major,125,3B,69,86,54,44
Lil Baby,Freestyle,D Minor,120,7A,81,52,88,26
Lil Baby,Sum 2 Prove,E Minor,124,9A,75,55,83,41
"Lil Baby, Drake",Yes Indeed,F Minor,120,4A,79,35,96,56
"Lil Durk, Juice WRLD",Cross The Globe (feat. Juice WRLD),A♭ Minor,139,1A,59,71,74,75
"Lil Gnar, Craig Xen, Lil Skies",Death Note (feat. Lil Skies & Craig Xen),B Major,174,1B,52,71,76,54
"Lil Keed, Travis Scott",Wavy (Remix) [feat. Travis Scott],A♭ Major,76,4B,53,48,89,36
Lil Loaded,6locc 6a6y,F Major,125,7B,72,70,87,68
Lil Loaded,Opps On Fire,C# Minor,126,12A,55,62,90,78
Lil Mosey,Noticed,B Major,80,1B,73,56,70,49
Lil Mosey,Burberry Headband,A♭ Major,151,4B,58,65,71,67
Lil Nas X,Panini,F Minor,154,4A,67,59,70,48
Lil Nas X,Old Town Road,C# Major,136,3B,75,53,91,51
Lil Nas X,THATS WHAT I WANT,C# Minor,88,12A,78,85,74,55
Lil Peep,Star Shopping,E Minor,93,9A,83,47,54,31
Lil Skies,Dead Broke,B♭ Minor,100,3A,47,50,53,22
Lil Skies,Welcome to the Rodeo,F Minor,170,4A,64,88,69,50
Lil Tecca,NUMBER 2,C# Major,125,3B,77,64,64,14
Lil Tecca,NEVER LEFT,B Major,83,1B,68,66,81,43
Lil Tecca,TASTE,B Minor,124,10A,71,68,58,23
"Lil Tecca, Internet Money",Out Of Love (feat. Internet Money),G Minor,138,6A,74,64,73,36
Lil Tjay,Beat the Odds,A♭ Minor,85,1A,64,63,50,48
Lil Tjay,Sex Sounds,A♭ Major,130,4B,76,43,86,37
Lil Tracy,Beautiful Nightmare,E Major,77,12B,60,63,68,22
Lil Uzi Vert,20 Min,A♭ Minor,123,1A,84,75,77,78
Lil Uzi Vert,Malfunction,C# Major,94,3B,49,70,43,45
Lil Uzi Vert,Money Longer,F Minor,136,4A,75,57,80,48
Lil Yachty,Coffin,F# Minor,138,11A,71,55,92,61
Lil Yachty,Strike (Holster),A♭ Major,143,4B,65,64,85,70
Lil Zay Osama,Changed Up,F Major,145,7B,53,69,79,58
Lil Zay Osama,61st to 64th,F# Major,73,2B,51,54,84,41
"Lil' Flip, Lea",Sunshine (feat. Lea),C Major,94,8B,66,39,81,79
LilDeuceDeuce,Witch Encounter,D Major,120,10B,34,87,72,88
Limp Bizkit,My Way,F# Major,97,2B,80,86,58,61
Limp Bizkit,Re-Arranged,B Major,104,1B,68,77,52,41
Linkin Park,Faint,E Major,135,12B,86,98,55,61
Linkin Park,One Step Closer,A Major,95,11B,85,97,49,54
Lipps Inc.,Funkytown - Single Version,C Major,122,8B,36,59,92,42
LISA,Moonlit Floor (Kiss Me),F Minor,110,4A,74,79,74,66
LISA,Dream,E♭ Major,160,5B,70,52,60,20
"LISA, ROSALÍA",New Woman (feat. ROSALÍA),A Minor,107,8A,75,86,49,31
Little Mix,Sweet Melody,F Minor,120,4A,63,82,45,42
Little Richard,"Good Golly, Miss Molly",G Major,164,9B,61,74,56,97
"Lizzo, Ariana Grande",Good as Hell (feat. Ariana Grande),F Minor,96,4A,62,89,67,48
"Lizzo, SZA",Special (feat. SZA),G Major,83,9B,57,72,46,30
Lizzy McAlpine,all my ghosts,E♭ Major,155,5B,60,29,64,49
"LMFAO, Lauren Bennett, GoonRock",Party Rock Anthem,F Minor,130,4A,65,74,75,36
LMNT,Juliet - Single Edit,A Major,99,11B,50,96,61,81
Logan Michael,Breaking Point (F U),B♭ Minor,118,3A,66,65,66,61
"Logic, Juanes, Alessia Cara, Khalid",1-800-273-8255,F Minor,100,4A,40,59,61,35
Looking Glass,Brandy (You're a Fine Girl),C# Minor,125,12A,80,63,72,83
Lord Huron,Meet Me In The Woods,F# Minor,81,11A,67,93,54,60
Lord Huron,Ends of the Earth,E Major,121,12B,74,58,55,41
Lord Huron,The Night We Met,A Major,174,11B,91,37,45,10
Lord Huron,I Will Be Back One Day,A Major,124,11B,57,74,57,50
Lorde,Royals,G Major,85,9B,37,42,62,36
Lorde,Liability,B♭ Minor,76,3A,73,23,59,38
Lorde,Ribs,E Major,128,12B,32,47,53,4
Lost Frequencies,Are You With Me,F Minor,121,4A,83,61,76,39
Lou Reed,Walk On the Wild Side,C Major,105,8B,75,32,57,39
"Lucho SSJ, Duki",Perdoname Si Llego Tarde,B Minor,125,10A,59,50,76,9
LUCKI,4 The Betta,F# Major,156,2B,69,45,78,31
Lucky Daye,Over,F# Minor,103,11A,70,56,65,35
"Ludacris, Shawnna",Stand Up,F# Major,99,2B,63,84,75,80
Luh Kel,Y.O.U.,F Minor,93,4A,49,69,59,50
Luh Kel,Pull Up,C# Major,95,3B,56,57,80,26
Luis Fonsi,Imagíname Sin Ti,E Major,118,12B,52,49,56,15
Luis Fonsi,Ahí Estas Tú,B♭ Major,94,6B,41,46,59,52
