#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
19,"Leave The World Behind - Radio Edit","Axwell,Sebastian Ingrosso,Steve Angello,Laidback Luke,Deborah Cox",61,128,"edm, progressive house, big room, electro house, ","Electronic","Leave The World Behind",2009-05-04,02:41,53,85,0,0,28,0,30,-8,A#/B♭ minor,4,2020-09-24,25ZEYUgCJyf3gRxkqYbkIc,"Axtone Records",3A,GBKCF0900084
20,"Million Voices - Radio Edit","Otto Knows",71,126,"","","Million Voices",2012-01-01,03:12,58,89,0,2,7,0,0,-6,G#/A♭,4,2020-09-24,0MOiv7WTXCqvm89lVCf9C8,"Universal Music AB Distributed Labels",4B,GBJ4B1200096
21,"Pompeii - Audien Remix","Bastille,Audien",53,128,"edm, progressive house","Electronic","Pompeii (Audien Remix)",2014-01-01,05:52,65,79,0,0,24,0,10,-4,A,4,2020-09-24,2Kl1E3NdbzT7vVi93TffoX,"EMI (Virgin)",11B,GBUM71401449
22,"How You Love Me","3LAU,Bright Lights",9,128,"edm, ","Electronic","How You Love Me",2014-01-01,04:58,56,91,4,0,44,10,0,-4,A#/B♭ minor,4,2020-09-24,4QzryAualXwfSXPWMXeh9T,"Universal-Island Records Ltd.",3A,GBUM71401104
23,"Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah","Swedish House Mafia,Tinie Tempah",58,125,"edm, grime","Electronic, Hip Hop","Disc-Overy",2010-00-00,03:24,73,94,0,0,67,0,50,-5,G minor,4,2020-09-24,5iY4ME9owPdS6R99Kcz5Gr,"Parlophone UK",6A,GBAAA1000266
24,"Candyman","Zedd,Aloe Blacc",8,150,"edm, ","Electronic","Candyman",2016-02-26,02:58,58,87,2,0,25,0,30,-4,D minor,4,2020-09-24,72BgjxrVV2aTHNF1gtP8TC,"Universal Music Group",7A,USUM71601093
25,"Dear Boy - Avicii By Avicii","Avicii,Tim Bergling",8,115,"edm, ","Electronic","True: Avicii By Avicii",2014-01-01,05:31,64,70,3,1,57,0,0,-4,G#/A♭ minor,4,2020-09-24,1Dt3SMp00av6ch2I5eIKKJ,"Universal Music Group",1A,CH3131340329
26,"Kuaga (Lost Time) (Radio Edit)","Pierce Fulton",8,128,"","","Kuaga (Lost Time) (Radio Edit)",2015-05-16,02:57,60,97,11,1,36,10,20,-4,C♯/D♭,4,2020-09-24,2ce5n5MpJQgvnAHtmfxS1C,"Cr2 Records",3B,GBHAD1500111
27,"Infinity 2008","Guru Josh Project",10,128,"","","SLAM!FM Presents Clubbin' Best of 2008/2009",2011-00-00,03:10,49,85,0,1,48,0,30,-6,G minor,4,2020-09-24,7vseIfb8ooQmXzisuinchZ,"Cloud 9 Music",6A,NLS240800222
28,"Sad Machine","Porter Robinson",7,89,"edm, electronic","Electronic","Worlds",2014-08-08,05:50,47,70,3,0,31,0,0,-5,C minor,4,2020-09-24,18hTbh3xszreJlzMmi0Kbi,"Universal Music Group",5A,USUG11400374
29,"Fortress (feat. Joni Fatora)","ILLENIUM,Joni Fatora",8,142,"melodic bass, future bass, edm, ","Electronic","Ashes",2016-02-15,03:23,56,85,19,0,47,0,70,-5,F,4,2020-09-24,3cn8bRbgGBwS05SalGX9HK,"Kasaya / Seeking Blue",7B,TCACK1580831
30,"Move Your Body - Alan Walker Remix","Sia,Alan Walker",66,128,"","","This Is Acting (Deluxe Version)",2016-10-21,03:37,64,79,8,0,40,0,30,-5,A#/B♭ minor,4,2020-09-24,6LUOMjoORvAkdhBYvESO46,"Monkey Puzzle Records/RCA Records",3A,USRC11602027
31,"Bad (feat. Vassy) - Radio Edit","David Guetta,Showtek,VASSY",71,128,"edm, dance, hardstyle, big room, electronica","Electronic","Listen",2014-11-10,02:50,61,97,0,2,41,0,30,-4,F minor,4,2020-09-24,6eIacmhkE82vZlMDnGS7aP,"Parlophone (France)",4A,GB28K1400007
32,"Flicker","Porter Robinson",8,92,"edm, electronic","Electronic","Worlds",2014-08-08,04:39,59,72,3,0,56,10,10,-4,A#/B♭ minor,4,2020-09-24,6svZ9rs70wvsCWacMHgzPM,"Universal Music Group",3A,USUG11400347
33,"Pizza","Martin Garrix",52,128,"edm, electronica, progressive house","Electronic","Pizza",2017-08-25,04:15,38,71,0,59,4,0,10,-7,F,4,2020-09-24,5oAgI7Pzg6vxuKrfapg3Pi,"Epic Amsterdam",7B,NLM5S1600106
34,"Live Love Die (feat. Sirena) - Radio Edit","Dimitri Vangelis & Wyman,Sirena",32,128,"progressive house, big room, edm, ","Electronic","Live Love Die (feat. Sirena) [Radio Edit]",2015-05-01,02:54,56,88,2,0,22,0,10,-4,G minor,3,2020-09-24,10eCxJq0M9kfbsuKQajRg2,"Columbia",6A,SE3AA1200016
35,"Mistaken (feat. Alex Aris)","Martin Garrix,Matisse & Sadko,Alex Aris",51,128,"edm, electronica, progressive house, big room, ","Electronic","Mistaken (feat. Alex Aris)",2019-03-31,04:42,42,69,6,0,8,0,10,-5,F#/G♭ minor,4,2020-09-24,18KjYhghq6K3ZmfcewWDp6,"Epic Amsterdam",11A,NLM5S1900480
36,"4 AM - Adam K & Soha Radio Edit","Kaskade",51,127,"edm","Electronic","4 AM",2008-05-06,03:39,62,74,23,46,12,0,10,-8,B minor,3,2020-09-24,2kEHmTnCcKvBcADXLO40xk,"Ultra Records, LLC",10A,USUS10800084
37,"Under the Sun (Where We Belong) (feat. Andreas Moe) - Radio Edit","John De Sohn,Andreas Moe",33,128,"","","Far from Home",2014-10-23,03:13,63,89,5,0,64,0,30,-4,G,4,2020-09-24,34svlUg2o9pEfNO1X9SGDB,"Mashup",9B,SEYRO1300801
38,"Renaissance (feat. Clairity)","Steve James,Clairity",36,90,"","","Renaissance (feat. Clairity)",2016-02-01,02:57,46,65,19,0,47,0,0,-8,C♯/D♭,4,2020-09-24,0Roe4YACTCqSWfI3PEuM9l,"Ultra Records, LLC",3B,TCACK1512733
39,"The Buzz","Hermitude,Mataya,Young Tapz",8,141,"future bass, ","Electronic","Dark Night Sweet Light",2015-08-28,03:41,73,58,33,0,49,20,10,-6,C minor,4,2020-09-24,0JtcrEeY9i5ASLhT2uKbUF,"Nettwerk",5A,AUEF01500827
40,"Falling In Reverse","Andy Liam",26,150,"deathstep, dubstep","Electronic, Metal","Falling In Reverse",2020-09-10,02:49,42,96,0,1,16,20,30,-2,D,4,2020-09-24,4Og4FaEfbo6dJuXDOrSkrK,"AWT",10B,USLZJ2003162
41,"Beam Me Up - Radio Edit","CAZZETTE",8,126,"edm","Electronic","Eject",2014-01-01,03:23,57,87,1,0,36,0,0,-3,C,4,2020-09-24,64y85LeHY8Z6OlTOM9cpKD,"PRMD / 4th & Broadway / Island",8B,CH3131340031
42,"Where We Are (with Adventure Club & JT Roach)","Bear Grillz,Adventure Club,JT Roach",8,135,"dubstep, riddim, deathstep, bass music, melodic bass, edm, dub, chillstep, future bass","Electronic, Metal, Reggae","Where We Are (with Adventure Club & JT Roach)",2020-09-18,03:41,58,74,19,0,54,0,10,-5,F,4,2020-09-24,7KqSDjxyk6Q20wBbhk48xm,"Dim Mak Records",7B,USDM32026802
43,"Soundclash","Flosstradamus,TroyBoi",32,155,"edm trap, dubstep","Electronic, Hip Hop","Soundclash",2015-02-10,03:21,67,99,30,0,80,30,40,-2,B minor,4,2020-09-24,263py5a3gYivva9HyiJ0sn,"Ultra Records, LLC",10A,USUS11203214
44,"The Ringing of the Bells - Echo Twelve Remix","Matti Charlton,Echo Twelve",25,120,"lounge","Easy Listening","The Ringing of the Bells (Echo Twelve Remix)",2021-01-22,03:47,64,68,0,89,54,0,10,-11,F#/G♭,4,2021-02-05,4UOIenDIs2SebDMQhU5GO8,"Matti Charlton",2B,QZPLS2007239
45,"Pluto (Remember You) - Radio Edit","DJ Clock,Beatenberg",48,126,"gqom, afro house, amapiano, 3 step, ","Electronic","Pluto (Remember You)",2013-01-01,04:27,69,70,0,30,52,0,10,-14,C,4,2020-09-24,0MITF6fx2O1ClZnkC8jSfr,"Universal Music (Pty) Ltd.",8B,ZAW781300109
46,"Live Forever","Third Party",49,128,"progressive house, edm, big room","Electronic","HOPE",2017-02-24,04:01,56,92,5,0,28,0,50,-5,D#/E♭,4,2020-09-24,3UidkynpEshXFzYKo5ahAd,"Release Records (UK)",5B,NLF711608322
47,"Changa - Blanke Remix","PNAU,Blanke",8,110,"melodic bass, future bass, dubstep, edm","Electronic","Changa",2018-05-11,03:08,53,79,3,12,7,0,20,-6,A,4,2020-09-24,5TL9e2xgtvJFtNCBsq1CgX,"etcetc Music",11B,AUNV01800272
48,"Bladerunner Memories (Klaas Remix)","Malmo,Klaas",33,125,"slap house","Electronic","Bladerunner Memories (Klaas Remix)",2019-04-05,02:56,71,85,17,1,58,0,20,-5,A#/B♭,4,2021-02-05,1UDeQvkUcC7fNrXWN3U6lH,"Malmo",6B,uscgj1975195
49,"Peanut Butter Jelly","Galantis",66,128,"","","Pharmacy",2015-06-05,03:23,71,95,0,8,55,20,20,-3,F minor,4,2020-09-24,3aIhJDHxr1kgTSnutJxPTH,"Big Beat Records/Atlantic",4A,USAT21500650
50,"All I Ever Wanted","Michaël Brun,Louie",8,127,"soca, indie r&b","R&B, Rock, Latin","All I Ever Wanted",2016-08-05,04:13,55,91,5,5,55,0,10,-6,D,4,2020-09-24,149kdyQwLdqHBjXbbNS7FY,"Kid Coconut",10B,GBKPL1669611
51,"Meet Me","Mickey Valen,Noé",7,144,"future bass","Electronic","Meet Me",2016-09-22,03:13,46,70,28,0,32,40,30,-3,G minor,4,2020-09-24,2B00MZNljOitCgetHiNcxf,"Lowly Palace",6A,TCACR1659490
52,"Call You Mine (feat. Bebe Rexha) - Asketa & Natan Chaim Remix","The Chainsmokers,Bebe Rexha,Asketa & Natan Chaim",42,115,"future house","Electronic","Call You Mine (Remixes)",2019-07-19,03:03,58,84,0,0,28,0,50,-3,G,4,2020-09-24,5EdYlCWou17k0N1PADLKfO,"Disruptor Records/Columbia",9B,USQX91901801
53,"Sun & Moon","Above & Beyond,Richard Bedford",27,134,"trance, progressive trance, progressive house","Electronic","A State Of Trance - 15 Years",2016-09-30,03:10,63,69,3,0,35,0,30,-7,F#/G♭ minor,4,2020-09-24,57seGy8knSrwR42cnjDFJu,"Armada Music Albums",11A,GBEWA1100051
54,"Pair Of Dice","Tiësto,Allure",33,128,"edm, trance, big room, house, dance, ","Electronic","Pair Of Dice",2012-10-08,06:00,67,80,0,87,51,0,30,-5,G#/A♭,4,2020-09-24,28CFmzdrbmRwbKulrQZPeO,"Musical Freedom",4B,CYA111100177
55,"Yalla - Deepierro & Offir Malol Remix Edit","INNA",20,124,"europop","Pop","Yalla",2015-11-03,03:15,66,86,2,0,9,0,40,-5,A minor,4,2020-09-24,7i7F1oJBIffi5IHcxs9eGc,"Roton",8A,ROROT1513904
56,"Hold On (with Georgia Ku) [Midnight Kids Remix]","ILLENIUM,Midnight Kids,Georgia Ku",35,124,"melodic bass, future bass, edm, ","Electronic","ASCEND (Remixes)",2020-05-15,03:52,45,51,21,0,13,0,10,-7,A,4,2020-09-24,6KnLp3wroe5TkezWDsiqTQ,"Astralwerks",11B,USUG12001774
57,"Euphoria - Alex Moreno Remix Radio Edit","Loreen",36,128,"europop","Pop","Euphoria",2012-03-13,03:24,55,80,0,3,37,0,30,-6,D,4,2020-09-24,4GWnDzLsP31cul3K88pKVn,"WM Sweden",10B,SEPQA1200260
58,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix,David Guetta,Jamie Scott,Romy Dya",66,149,"edm, electronica, progressive house, dance, ","Electronic","So Far Away (feat. Jamie Scott & Romy Dya)",2017-12-01,03:03,53,52,44,0,13,0,20,-8,F#/G♭ minor,4,2020-09-24,0OlnLZY4cmQzT6ZGttvWBM,"Epic Amsterdam",11A,NLM5S1600075
59,"Seek Bromance - Avicii Vocal Edit","Tim Berg,Avicii",29,126,"edm","Electronic","Seek Bromance (Remixes - Vocal Versions)",2011-01-01,03:20,49,81,9,0,55,0,0,-3,C♯/D♭ minor,4,2020-09-24,7aFln8SrxGkO7poJaKs83n,"Universal Music AB",12A,CH3131000194
60,"Those Were The Days (feat. Jared Lee)","Midnight Kids,Jared Lee",41,120,"melodic bass, future bass, ","Electronic","Those Were The Days (feat. Jared Lee)",2019-05-17,03:20,51,64,14,0,20,0,10,-6,C♯/D♭ minor,4,2020-09-24,0n3G0FcRQRGMAqy0w01Ts3,"RCA Records Label",12A,USRC11901131
61,"Sing Me to Sleep","Alan Walker",63,176,"","","Sing Me to Sleep",2016-06-03,03:09,49,61,1,0,17,0,20,-6,E minor,4,2020-09-24,2Fjz5ZC5BvFdCqcnTZ3ilH,"Kreatell Music",9A,NOG841611010
62,"OK","Madeon",40,115,"edm, french house","Electronic","Adventure (Deluxe)",2015-03-30,03:01,66,79,2,0,79,0,10,-3,A#/B♭,4,2020-09-24,43HB8rqTgyyvG74mMAHXnL,"Columbia",6B,GBARL1401769
63,"Innerbloom (What So Not Remix)","RÜFÜS DU SOL,What So Not",5,138,"future bass","Electronic","Innerbloom (The Remixes)",2016-10-21,04:37,44,71,14,0,11,10,10,-7,G minor,4,2020-09-24,1UfggBHAXYshrotmRYYrWq,"Foreign Family Collective",6A,AUDCB1600741
64,"Take Back Tomorrow","GoldFish",32,127,"electro swing","Electronic, Jazz","Three Second Memory (Deluxe)",2013-10-15,03:22,61,78,0,26,59,0,10,-7,F#/G♭,4,2020-09-24,2j5vAzC7hU3KXqautpGBeQ,"Goldfish Music",2B,ZAP541100020
65,"City Of Dreams - Radio Edit","Dirty South,Alesso,Ruben Haze",62,128,"progressive house, edm, ","Electronic","City Of Dreams",2013-01-01,03:46,48,82,0,1,16,0,40,-5,E,4,2020-09-24,54ZPmGE1uOG9IYoUBSRSp7,"Universal Music AB",12B,GBUYR1200032
66,"Somebody Find Me","Milkman,Kait Weston",30,128,"","","Reboot",2014-07-29,03:45,55,80,1,0,26,0,0,-5,C minor,4,2020-09-24,2wcGgQ7JVfRaM8E77TwHSc,"Electrok",5A,TCABY1467360
67,"Extreme","Bassjackers,KSHMR,Sidnie Tipton",5,110,"big room, edm, slap house, electronica, ","Electronic","Extreme",2016-10-24,03:46,66,86,1,0,23,0,10,-3,F#/G♭ minor,4,2020-09-24,4MgHuBKdGuS4QUTb7HvPRG,"Spinnin' Records",11A,NLZ541601158
68,"Barbra Streisand - Radio Edit","Duck Sauce",5,128,"disco house","Electronic","Barbra Streisand",2010-01-01,03:14,76,93,0,14,46,10,20,-2,C♯/D♭,4,2020-09-24,4P57hnx1SK88ULEcQls2vV,"Universal Music Australia (Distribution)",3B,GBSXS1000131
69,"In the Name of Love","Martin Garrix,Bebe Rexha",81,134,"edm, electronica, progressive house, ","Electronic","In the Name of Love",2016-07-29,03:15,50,52,11,0,17,0,40,-6,E minor,4,2020-09-24,23L5CiUhw2jV1OIMwthR3S,"Epic Amsterdam",9A,NLM5S1600003
70,"Every Chance We Get We Run (feat. Tegan & Sara)","David Guetta,Tegan and Sara",43,126,"edm, dance, ","Electronic","Nothing but the Beat (Ultimate Edition)",2012-12-07,04:00,56,88,0,12,69,0,50,-4,B minor,4,2020-09-24,14GjTzurOPyaxusQvJxokJ,"Parlophone (France)",10A,GB28K1200053
71,"What U Got - Original Mix","Dirtcaps,Gianni Marino",5,108,"moombahton","Electronic, Latin","Boss It Up EP",2015-01-05,02:53,74,82,0,57,50,10,0,-4,F#/G♭,4,2020-09-24,2YxMorPdUFmMHfhQcNiCjm,"Barong Family",2B,NLZ541401035
72,"Hit It (feat. I-Ez)","Deorro,Dirty Audio,iE-z",34,128,"melbourne bounce, electro house, dubstep, ","Electronic","Boombox",2014-12-02,04:40,67,84,0,5,15,10,0,-6,A,4,2020-09-24,28vX84DyVQ3XwhcZ3TQgAC,"Ultra Records, LLC",11B,USUS11203095
73,"La Lune (feat. Dan Smith)","Madeon,Dan Smith",25,140,"edm, french house, ","Electronic","Adventure",2015-03-24,03:39,46,74,6,0,25,0,20,-3,A,4,2020-09-24,08jqXDDanByompA7oBDlkw,"Columbia",11B,GBARL1401770
74,"All Falls Down (feat. Juliander)","Alan Walker,Noah Cyrus,Digital Farm Animals,Juliander",64,98,"","","All Falls Down (feat. Juliander)",2017-10-27,03:19,66,68,30,0,66,0,30,-4,C♯/D♭,4,2020-09-24,5yFSF6qQA1rcLsQRnBsZgb,"Kreatell Music",3B,NOG841715010
75,"Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix","AFROJACK,Thirty Seconds To Mars",4,128,"edm, big room, modern rock","Electronic, Rock","Do Or Die (Remix)",2014-01-01,04:38,57,89,3,0,21,0,0,-3,D,4,2020-09-24,3i4SQvUfK8Un3YkraZwkNr,"Def Jam Recordings",10B,USUM71403966
76,"Cut Your Teeth - Kygo Remix","Kyla La Grange,Kygo",59,100,"tropical house","Electronic","Cut Your Teeth (Kygo Remix)",2014-03-14,06:39,67,68,59,22,47,0,0,-8,A#/B♭ minor,4,2020-09-24,1y4Kln6VEjQMpmHW7j9GeY,"ioki records",3A,GBARL1400295
77,"Gold Dust","Galantis",31,128,"","","Gold Dust",2015-02-23,03:54,24,75,1,0,13,0,10,-4,D,4,2020-09-24,1c4ZG57TMGxsohvNukHwrO,"Big Beat Records",10B,USAT21404264
78,"Crave You - Adventure Club Remix","Flight Facilities",5,140,"nu disco","Electronic, Pop","Crave You (Remixes)",2010-03-26,03:56,64,69,1,0,8,0,0,-6,C♯/D♭ minor,4,2020-09-24,283LAlCpfArRZOXPfkOQj0,"FF",12A,GBKPL1261014
79,"Sovereign Light Café - Afrojack Remix","Keane,AFROJACK",37,128,"edm, big room","Electronic","Forget The World (Deluxe)",2014-01-01,04:55,62,84,21,0,40,0,10,-3,G#/A♭ minor,4,2020-09-24,2u89h7UAYZKhQvydTfGavh,"Wall Recordings",1A,GBUM71301981
80,"Rapture - Avicii New Generation Radio Edit","Nadia Ali",3,130,"trance","Electronic","Rapture",2011-01-14,03:42,56,93,2,23,39,0,30,-4,A#/B♭ minor,4,2020-09-24,0n5TRaqs5lA7i0WmjmteZw,"Catchy Tunes",3A,CH3131000316
81,"Reverie (feat. King Deco)","ILLENIUM,King Deco",3,86,"melodic bass, future bass, edm, ","Electronic","Ashes",2016-02-15,04:59,40,69,2,0,9,0,10,-4,C,4,2020-09-24,5xBw4KxEiFQwJ27U1Woy9l,"Kasaya / Seeking Blue",8B,TCACK1580830
82,"Bangarang (feat. Sirah)","Skrillex,Sirah",72,110,"dubstep, edm, electro, electronic, ","Electronic","Bangarang EP",2011-12-27,03:35,72,97,1,0,58,20,30,-2,G,4,2020-09-24,6VRhkROS2SZHGlp0pxndbJ,"Big Beat Records/Atlantic",9B,USAT21104243
83,"Fire","Louis The Child,Evalyn",52,90,"","","Fire",2016-09-30,03:25,39,71,26,0,29,30,20,-6,F#/G♭ minor,4,2020-09-24,4g64deYSvQZ4w9uGpYz2sL,"Ultra Records, LLC",11A,USUS11600415
84,"Emotional","Flux Pavilion,Matthew Koma",4,150,"dubstep, edm, dub, ","Electronic, Reggae","Tesla",2015-09-18,03:55,34,87,0,28,41,0,10,-5,B minor,4,2020-09-24,4yNoaxUJjnP50AXYoAZx4S,"Circus Records",10A,GBUM91500036
85,"Dreaming - The Chainsmokers Remix","Smallpools,The Chainsmokers",48,127,"","","Dreaming Remix EP",2013-12-13,04:57,63,98,1,3,45,0,0,-4,F minor,4,2020-09-24,6lOsjTvgGL08uRf2nKrSed,"RCA Records Label",4A,USRC11301014
86,"Turn off the Lights (feat. Alexis Roberts)","Chris Lake,Alexis Roberts",4,125,"tech house, house, bass house, ","Electronic","Turn off the Lights (feat. Alexis Roberts)",2018-02-23,03:30,82,75,5,0,89,0,20,-5,B minor,4,2020-09-24,29vo9RUjxgZWXWGTpD8f4m,"Black Book",10A,QMDA61831832
87,"Alive - Basto Radio Edit","Adrian Lux,The Good Natured",1,128,"","","Alive (Remixes Pt. 2)",2012-01-01,03:37,61,95,2,0,68,0,30,-4,B minor,4,2020-09-24,5gt4uVK5kNuCgW7XYw2g3l,"Universal Music AB",10A,USUS11100619
88,"Shake It Out - Benny Benassi Remix Edit","Florence + The Machine,Benny Benassi",2,126,"baroque pop, electro house","Classical, Pop, Electronic","Shake It Out",2011-01-01,03:22,45,71,38,0,17,0,0,-4,D minor,4,2020-09-24,2WtTU2qIgpk7HowzCGQMXy,"Universal Music Group",7A,GBUM71108047
89,"Lights Out","Nikademis",1,101,"melodic bass, future bass","Electronic","Lights Out",2020-07-10,03:33,59,83,0,21,26,0,20,-3,D,4,2020-09-24,42QbXGM0v9RnuPEsTN6D25,"Metanoia Music",10B,NLRD52008152
90,"Red Lights","Tiësto",3,125,"edm, trance, big room, house, dance","Electronic","A Town Called Paradise",2014-06-13,04:22,65,83,0,0,55,0,10,-5,A#/B♭,4,2020-09-24,015IsLQFXbEm0f541N2qoX,"Universal Music Group",6B,CYA111300030
91,"Loyal","ODESZA",46,140,"chillwave, chillstep","Electronic","Loyal",2018-09-12,03:27,50,93,1,78,26,0,20,-4,D,4,2020-09-24,6jKVU3e0gnQLj3iifJBvVN,"Ninja Tune",10B,GBCFB1800253
92,"I'll Be Your Reason","ILLENIUM",38,170,"melodic bass, future bass, edm","Electronic","I'll Be Your Reason",2015-06-15,03:39,56,78,3,0,35,30,20,-6,G#/A♭ minor,4,2020-09-24,0sBW1wri8FQX4PsCmyF0Pm,"OWSLA/NEST",1A,USAT21501741
93,"Kids in Love","Kygo,The Night Game",1,122,"tropical house, ","Electronic","Kids in Love",2017-10-20,04:22,50,67,44,0,24,0,30,-5,C,4,2020-09-24,2UxfcZJCphbEkfbZ6nLiDx,"Kygo",8B,SEBGA1700442
94,"Animals - Extended","Martin Garrix",4,128,"edm, electronica, progressive house","Electronic","Animals (Extended)",2013-01-01,05:03,68,87,0,66,4,0,40,-6,C♯/D♭,4,2020-09-24,6JEntXLt4z98CcDtIH9sU7,"Silent Records/Republic Records",3B,AUNV01301212
