#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
105,"A View to a Kill","Duran Duran",50,125,"new wave, synthpop","Pop, Rock, Electronic","Greatest",1998-11-03,03:37,71,81,2,0,78,0,20,-5,C♯/D♭,4,2021-08-13,3O9zeBmAi5JRBMSpIQGx2v,"Parlophone UK",3B,USMG28500001
106,"Hello","Lionel Richie",71,62,"motown","Pop, R&B","Can't Slow Down",1983-01-01,04:06,42,22,65,0,6,0,10,-15,A minor,4,2021-08-13,6HMvJcdw6qLsyV1b5x29sa,"Motown",8A,USMO18390012
107,"The Way It Is","Bruce Hornsby and the Range",38,111,"","","Essential - One For The Lads",2010-05-07,04:56,57,81,56,5,49,0,10,-9,G,4,2021-08-13,4jOY5ZWNqpvKmaBGmjODGX,"Sony Music UK",9B,USSM10412626
108,"Owner of a Lonely Heart","Yes",75,125,"progressive rock, symphonic rock, art rock, album rock","Rock","90125 (Deluxe Version)",1983-06-01,04:28,74,80,18,0,90,0,20,-6,G,4,2021-08-13,0GTK6TesV108Jj5D3MHsYb,"Rhino Atlantic",9B,USAT20702539
109,"The Lady In Red","Chris de Burgh",10,77,"soft rock","Rock","Into The Light",1986-01-01,04:16,55,29,33,0,49,0,0,-17,A#/B♭,4,2021-08-13,1GeNWyZtCHbcp3ZWp8GTOO,"UMC (Universal Music Catalogue)",6B,GBAAM8600001
110,"Private Investigations","Dire Straits",60,84,"classic rock","Rock","Love Over Gold",1982-09-20,06:45,36,10,70,69,7,0,0,-20,A,4,2021-08-13,5KVak7r5YKcnkmARc0hy0Q,"EMI",11B,GBF088400792
111,"More Than This","Roxy Music",71,129,"glam rock, art rock","Rock","Avalon",1982-05-01,04:30,65,67,5,5,76,0,10,-8,F#/G♭,4,2021-08-13,6N7gPTru90HYLRUIVDQ185,"EG Records",2B,GBAAA9900092
112,"Dancing in the Street - 2002 Remaster","David Bowie,Mick Jagger",60,131,"glam rock, art rock, ","Rock","Dancing In The Street E.P.",1985-08-12,03:24,60,82,12,0,74,0,10,-14,E,4,2021-08-13,6FnuMo55jNECTDdS1nD5H0,"Parlophone UK",12B,USJT10200043
113,"Steamy Windows","Tina Turner",53,134,"","","Foreign Affair",1989-09-13,04:05,75,76,6,1,85,0,10,-8,A,4,2021-08-13,3dYmruq1HiKJeOQ8h1OEfz,"Parlophone UK",11B,USCA28900562
114,"Do You Really Want To Hurt Me","Culture Club",69,101,"","","Kissing To Be Clever",1982-09-01,04:22,74,38,8,0,42,0,10,-15,E minor,4,2021-08-13,1I6q6nwNjNgik1Qe8Oi0Y7,"Virgin Catalogue",9A,GBAAA8200048
115,"Sign 'O' the Times","Prince",54,198,"funk rock","R&B, Rock","Sign  O  the Times",1987-03-30,05:02,70,52,1,3,55,10,0,-7,A#/B♭,4,2021-08-13,4Yenz5JZZOUiZSeyKY8bDz,"Rhino/Warner Records",6B,USWB19903192
116,"Poison","Alice Cooper",76,119,"glam rock, hard rock, glam metal, proto-punk, classic rock","Rock, Metal","Trash",1989-07-25,04:30,28,91,3,0,26,10,10,-6,D minor,4,2021-08-13,5XcZRgJv3zMhTqCyESjQrF,"Epic",7A,USSM18900004
117,"Dancing On The Ceiling","Lionel Richie",70,133,"motown","Pop, R&B","Dancing On The Ceiling (Expanded Edition)",1986-00-00,04:30,70,77,12,0,73,0,30,-9,C,4,2021-08-13,0snPJPxkk0MbTc0xeUvAPt,"UNI/MOTOWN",8B,USMO18682745
118,"Love Will Tear Us Apart","Joy Division",66,147,"post-punk, new wave, darkwave, madchester, cold wave","Electronic, Rock, Pop","The Best Of",2008-03-20,03:26,44,96,0,83,91,0,10,-6,D,4,2021-08-13,2JO3HwMRPeya8bXbtbyPcf,"London Records",10B,GBAAP9700227
119,"Fast Car","Tracy Chapman",83,104,"","","Tracy Chapman",1988-04-05,04:56,71,29,31,0,19,0,10,-16,E minor,4,2021-08-13,2M9ro2krNb7nr7HSprkEgo,"Elektra Records",9A,USEE10180719
120,"Desire","U2",60,109,"rock","Rock","Rattle And Hum",1988-10-10,02:59,49,83,0,0,63,0,10,-9,G#/A♭,4,2021-08-13,4D01oA1mGouaAT7fubvKRT,"Universal-Island Records Ltd.",4B,GBAAN8890003
121,"True Colors","Cyndi Lauper",74,171,"","","True Colors",1986-10-14,03:47,40,21,70,0,27,0,10,-13,C,4,2021-08-13,2A6yzRGMgSQCUapR2ptm6A,"Epic",8B,USSM18600632
122,"Paradise City","Guns N' Roses",15,100,"rock, glam metal, hard rock, classic rock","Rock, Metal","Appetite For Destruction",1987-07-21,06:45,27,95,2,1,47,0,10,-9,B,4,2021-08-13,3YBZIN3rekqsKxbJc9FZko,"Guns N Roses P&D",1B,USGF18714806
123,"Sharp Dressed Man - 2008 Remaster","ZZ Top",11,125,"southern rock, classic rock, blues rock, rock","Blues, Rock","Eliminator",1983-03-23,04:18,60,86,0,0,45,0,0,-5,F,4,2021-08-13,1UBQ5GK8JaQjm5VbkBZY66,"Rhino/Warner Records",7B,USWB10702682
124,"Raspberry Beret","Prince",68,121,"funk rock","R&B, Rock","Around the World in a Day",1985-04-22,03:35,76,67,21,0,91,0,0,-13,D,4,2021-08-13,5jSz894ljfWE0IcHBSM39i,"Rhino/Warner Records",10B,USWB19902876
125,"Running Up That Hill (A Deal With God)","Kate Bush",12,108,"art pop, baroque pop, art rock","Pop, Rock, Classical","Hounds Of Love",1985-00-00,04:58,63,55,72,0,20,0,0,-13,A#/B♭ minor,4,2021-08-13,75FEaRjZTKLhTrFGsfMUXR,"Parlophone UK",3A,GBCNR8500002
126,"It's My Life - 1997 Remaster","Talk Talk",72,126,"new wave, synthpop","Pop, Rock, Electronic","It's My Life",1984-00-00,03:52,63,80,20,78,87,0,40,-8,C,4,2021-08-13,4jhsuQCUCJKA5f0bXb6XdJ,"Parlophone UK",8B,GBAYE9700491
127,"Little Lies","Fleetwood Mac",0,125,"classic rock, soft rock","Rock","Tango In The Night",1987-04-13,03:38,63,69,12,0,89,0,10,-10,D,4,2021-08-13,5uw9UIOXj6R8pOwXte8F5h,"Warner Bros.",10B,USWB19900207
128,"A Good Heart","Feargal Sharkey",61,105,"","","Feargal Sharkey",1985-01-01,04:41,65,88,42,0,76,0,30,-10,A#/B♭,4,2021-08-13,4umQbcdBF3YVsNBvvnFLiX,"Virgin Catalogue",6B,GBAAA8500024
129,"Let It Whip","Dazz Band",66,132,"funk, post-disco","R&B, Pop","Keep It Live (Expanded Edition)",1982-01-01,04:41,82,84,11,0,95,0,0,-7,A minor,4,2021-08-13,2UCgWpa2r4ytWueNItYbWE,"UNI/MOTOWN",8A,USMO10110026
130,"Solid","Ashford & Simpson",56,101,"disco, post-disco","Pop, R&B","Solid",1984-01-01,05:12,81,47,27,0,96,0,60,-12,C,4,2021-08-13,4sr4NdrPfds9Qfors9UkiO,"EMI Catalogue",8B,USCA28700651
131,"If I Could Turn Back Time","Cher",75,108,"","","Heart Of Stone",1989-01-01,03:59,66,57,24,0,50,0,10,-10,B,4,2021-08-13,6mYrhCAGWzTdF8QnKuchXM,"Geffen",1B,USGF18923901
132,"Don't Stop Believin'","Journey",17,119,"album rock, classic rock","Rock","Escape (Bonus Track Version)",1981-00-00,04:10,50,75,13,0,51,0,40,-9,E,4,2021-08-13,4bHsxqR3GMrXTxEPLuK5ue,"Columbia",12B,USSM18100116
133,"Footloose - From  Footloose  Soundtrack","Kenny Loggins",67,174,"","","The Essential Kenny Loggins",2002-00-00,03:46,56,91,16,0,58,0,10,-5,D,4,2021-08-13,4YR6Dextuoc3I8nJ0XgzKI,"Columbia/Legacy",10B,USSM19803320
134,"Under Pressure","Queen,David Bowie",4,113,"classic rock, rock, glam rock, art rock","Rock","Best of Bowie",2002-10-21,03:57,68,64,24,0,53,0,0,-9,D,4,2021-08-13,5oidljiMjeJTWUGZ4TfFea,"Parlophone UK",10B,GBCEG8100001
135,"You Give Love A Bad Name","Bon Jovi",7,123,"glam metal, rock","Metal, Rock","Slippery When Wet (Remastered)",1986-01-01,03:42,54,96,7,0,80,0,30,-3,C minor,4,2021-08-13,5VVwwfK6Cp9IydkhKfJUEq,"Universal Music Group",5A,USPR39402224
136,"We Built This City","Starship",5,144,"","","Knee Deep In The Hoopla",1985-00-00,04:56,66,91,5,0,66,0,0,-5,F,4,2021-08-13,7aHRctaQ7vjxVTVmY8OhAA,"RCA Records Label",7B,USRC18503424
137,"Beat It","Michael Jackson",77,139,"","","Thriller 25 Super Deluxe Edition",2008-02-08,04:18,78,87,5,0,92,0,20,-4,D#/E♭ minor,4,2021-08-13,1OOtq8tRnDM8kG2gqUPjAj,"Epic/Legacy",2A,USSM19902990
138,"Holding Out for a Hero - From  Footloose  Soundtrack","Bonnie Tyler",2,150,"","","Ravishing - The Best Of",2009-03-30,05:48,58,81,2,0,87,0,0,-11,A minor,4,2021-08-13,6AJlcxjEO2baFC24GPsJjg,"Sony BMG Music UK",8A,USSM19803326
139,"Don't You Want Me","The Human League",81,118,"new wave, synthpop","Pop, Rock, Electronic","Dare!",1981-00-00,03:56,73,74,18,0,96,0,20,-8,A minor,4,2021-08-13,3L7RtEcu1Hw3OXrpnthngx,"Virgin Records",8A,GBAAA0200924
140,"Break My Stride","Matthew Wilder",75,110,"","","I Don't Speak The Language",1983-03-19,03:04,92,59,20,0,83,0,0,-11,A#/B♭,4,2021-08-13,1mCsF9Tw4AkIZOjvZbZZdT,"Legacy Recordings",6B,USSM18300576
141,"Karma Chameleon - Remastered 2002","Culture Club",78,92,"","","Colour By Numbers (Remastered / Expanded Edition)",1983-10-01,04:12,67,73,23,0,89,0,10,-7,A#/B♭,4,2021-08-13,2wSAWEYUHkt92X4SBAPqZE,"EMI Marketing",6B,GBAAA0201011
142,"I'm Gonna Be (500 Miles)","The Proclaimers",72,132,"","","Finest",2003-09-01,03:39,85,55,15,0,81,0,0,-5,E,4,2021-08-13,66S14BkJDxgkYxLl5DCqOz,"Parlophone UK",12B,GBAYK8800055
143,"Thriller - 2003 Edit","Michael Jackson",58,119,"","","Number Ones",1979-00-00,05:11,78,85,9,0,84,0,80,-5,B,4,2021-08-13,0wQy2OO7jKjm0OOmA7gv3f,"Epic",1B,USSM10313532
144,"The Power Of Love","Huey Lewis & The News",77,119,"","","Greatest Hits: Huey Lewis And The News",2006-01-01,03:54,77,83,10,0,96,0,10,-5,F,4,2021-08-13,2olVm1lHicpveMAo4AUDRB,"Capitol Records",7B,USCA20600519
145,"Hungry Like the Wolf - 2009 Remaster","Duran Duran",76,128,"new wave, synthpop","Pop, Rock, Electronic","Rio (Collector's Edition)",1982-05-10,03:40,69,81,4,0,69,0,30,-8,C,4,2021-08-13,39lSeqnyjZJejRuaREfyLL,"Parlophone UK",8B,GBAYE0901090
146,"Danger Zone - From  Top Gun  Original Soundtrack","Kenny Loggins",76,157,"","","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",1997-03-25,03:35,54,90,24,0,65,0,10,-6,D#/E♭ minor,4,2021-08-13,34x6hEJgGAOQvmlMql5Ige,"Columbia",2A,USSM18600108
147,"Close To Me","The Cure",71,185,"new wave, post-punk, darkwave","Electronic, Pop, Rock","The Head On The Door (Remastered)",1985-08-26,03:23,72,52,7,70,97,10,0,-11,B,4,2021-08-13,4xiyq1iRdsxuU1BPUJ490Z,"UMC (Universal Music Catalogue)",1B,GBALB8500007
148,"I Still Haven't Found What I'm Looking For - Remastered 2007","U2",1,101,"rock","Rock","The Joshua Tree (Deluxe Edition Remastered)",1987-03-10,04:37,56,76,1,0,69,0,0,-9,C♯/D♭,4,2021-08-13,7gozgbG5EBTukCFWToTRA5,"Universal Music Group",3B,GBUM70709783
149,"Invisible Touch - Remastered 2007","Genesis",6,131,"progressive rock, symphonic rock, art rock","Rock","Invisible Touch",1986-06-09,03:30,62,94,20,0,84,0,0,-6,C,4,2021-08-13,480dDrqG7LO6qDaphHeXlM,"Virgin Catalogue",8B,GBAAA0700779
150,"Walk This Way (feat. Aerosmith)","Run–D.M.C.,Aerosmith",68,105,"east coast hip hop, hip hop, classic rock, rock","Rock, Hip Hop","Raising Hell",1986-05-15,05:10,76,71,2,0,95,0,0,-8,A,4,2021-08-13,6qUEOWqOzu1rLPUPQ1ECpx,"Arista",11B,USAR19900334
151,"The Boys Of Summer","Don Henley",22,177,"","","Building The Perfect Beast",1984-11-19,04:48,52,55,50,1,91,0,10,-14,F#/G♭,4,2021-08-13,4gvea7UlDkAvsJBPZAd4oB,"Geffen",2B,USGF18502601
152,"White Wedding","Billy Idol",63,147,"","","Vital Idol",1985-00-00,08:26,68,62,3,5,67,0,20,-12,A,4,2021-08-13,0bvpSvOYt4KTfZIZJmyFOs,"Unknown",11B,USNPD1227957
153,"Like a Prayer","Madonna",78,111,"","","Celebration (double disc version)",2009-09-18,05:42,63,84,26,0,26,0,10,-5,F,4,2021-08-13,1z3ugFmUKoCzGsI6jdY4Ci,"Warner Records",7B,USWB10903606
154,"Let's Hear It for the Boy","Deniece Williams",0,123,"","","Let's Hear It For The Boy",1984-00-00,04:20,81,39,8,0,81,0,0,-15,G,4,2021-08-13,0RMo4bixbZYfzuJ4AYBLu9,"Columbia",9B,USSM10027607
155,"I Think We're Alone Now","Tiffany",0,131,"","","Tiffany",1987-01-01,03:48,75,72,2,0,95,0,0,-12,G,4,2021-08-13,2dO88mixgzqmgy56wFUVSY,"Universal Music Group",9B,USMC18722580
156,"What A Feeling","Irene Cara",71,122,"","","What A Feeling",2007-01-01,04:04,53,73,38,0,60,0,30,-7,A#/B♭,4,2021-08-13,0aAR5HogGoT68EWFbyRFqx,"Cleopatra",6B,USA560619873
157,"Every Little Thing She Does Is Magic - Remastered 2003","The Police",2,82,"","","Ghost In The Machine (Remastered)",1981-10-02,04:19,56,77,12,6,43,0,10,-10,D,4,2021-08-13,60HDLY1Dh2Hy9wTVI3WPzO,"Universal Music Group",10B,GBAAM0201127
158,"Word Up","Cameo",0,116,"funk","R&B","Word Up",1986-01-01,04:21,86,84,5,1,88,0,0,-13,F#/G♭ minor,4,2021-08-13,43r1dGvg8RkARjctRlSYNC,"Universal Music Group",11A,USPR39402457
159,"Here I Go Again 87 - 2017 Remastered Version","Whitesnake",1,90,"glam metal, hard rock, glam rock","Metal, Rock","Whitesnake (30th Anniversary Remaster)",1987-00-00,04:35,38,85,15,0,27,0,0,-6,G,4,2021-08-13,0PP933bHgvV0eD19dG3ms5,"Rhino",9B,GB01A1700005
160,"Ain't Nobody","Chaka Khan",68,104,"","","Epiphany: The Best of Chaka Khan, Vol. 1",1996-11-08,04:40,80,88,19,0,82,0,10,-7,C♯/D♭,4,2021-08-13,2NVpYQqdraEcQwqT7GhUkh,"Reprise",3B,USWB19600662
161,"Love Shack","The B-52's",73,134,"new wave, post-punk","Pop, Rock","Cosmic Thing",1989-06-23,05:20,70,80,5,0,90,0,70,-7,F minor,4,2021-08-13,4W4wYHtsrgDiivRASVOINL,"Warner Records",4A,USRE18900030
162,"Together In Electric Dreams - 2003 - Remaster","The Human League",0,130,"new wave, synthpop","Pop, Rock, Electronic","The Very Best Of The Human League",2003-09-15,03:55,69,62,20,0,85,0,0,-12,D#/E♭,4,2021-08-13,1hVAlfoZDcfCV0SjNPWfLQ,"EMI Marketing",5B,GBAAA0300613
163,"Sexual Healing","Marvin Gaye",77,94,"motown, soul, northern soul, quiet storm","Pop, R&B, Blues","Midnight Love",1982-10-01,03:58,81,60,12,0,74,0,0,-10,C minor,4,2021-08-13,3VZmChrnVW8JK6ano4gSED,"Columbia/Legacy",5A,USSM19803028
164,"Golden Brown","The Stranglers",78,94,"proto-punk, new wave","Pop, Rock","La Folie",1981-00-00,03:26,56,38,14,12,60,0,10,-15,F#/G♭,3,2021-08-13,2AX5E86cn9n2dgioZEjirI,"Parlophone UK",2B,GBAYE8100053
165,"Club Tropicana","Wham!",67,117,"christmas","Pop","Fantastic",1983-07-09,04:25,66,71,3,0,81,0,60,-9,B,4,2021-08-13,6tASfEUyB7lE2r6DLzURji,"Epic",1B,GBBBM8300007
166,"How Will I Know","Whitney Houston",78,119,"","","Whitney Houston",1985-02-14,04:29,83,54,20,0,93,0,60,-13,F#/G♭,4,2021-08-13,5tdKaKLnC4SgtDZ6RlWeal,"Arista",2B,USAR18500150
167,"I'm Coming Out","Diana Ross",75,110,"motown, disco","Pop, R&B","Diana",1980-05-22,05:23,72,83,19,43,77,0,0,-9,F,4,2021-08-13,3SnGymj6ijE2iuUfWxLo1q,"UNI/MOTOWN",7B,USMO18000073
168,"Sweet Little Mystery","Wet Wet Wet",55,117,"","","Popped In Souled Out",1987-09-21,03:44,71,58,41,0,95,0,0,-14,C,4,2021-08-13,58qBa4R0T7u0ZiuRvMJRUN,"EMI",8B,GBF088790017
169,"Good Life","Inner City",62,121,"acid house, chicago house","Electronic","Paradise",1989-00-00,04:04,72,78,17,3,95,0,0,-13,E minor,4,2021-08-13,5sJiLlgQKBL81QCTOkoLB5,"Virgin Catalogue",9A,GBAAA8900115
170,"When the Going Gets Tough, The Tough Get Going","Billy Ocean",64,122,"","","The Very Best of Billy Ocean",2010-04-26,04:08,76,76,41,0,93,0,30,-6,E,4,2021-08-13,5UU5FbITNm5OunvHQdsKME,"Sony Music UK",12B,GBAHK9700110
171,"All Night Long (All Night) - Single Version","Lionel Richie",76,109,"motown","Pop, R&B","Back To Front",1992-01-01,04:18,75,60,15,0,83,0,0,-12,C♯/D♭,4,2021-08-13,4czNORk5MjW5WOn98bki32,"Motown",3B,USMO18390005
172,"Pump Up The Jam","Technotronic",74,125,"eurodance, hip house, dance","Electronic, Pop, Hip Hop","Pump Up The Jam",1989-11-28,05:20,89,84,1,0,72,0,0,-9,A#/B♭ minor,4,2021-08-13,21qnJAMtzC6S5SESuqQLEK,"Universal Music S.A.",3A,BED018901375
173,"I Knew You Were Waiting (For Me)","George Michael,Aretha Franklin",0,108,"soul, motown, jazz blues","Blues, Jazz, Pop, R&B","Aretha",1986-00-00,04:01,71,64,23,0,73,0,10,-13,E,4,2021-08-13,0f6pHbsLzpWxl5CfhOUjBA,"Arista",12B,USAR18600111
174,"Get Outta My Dreams, Get Into My Car","Billy Ocean",62,117,"","","The Very Best of Billy Ocean",2010-04-26,04:44,67,91,9,0,92,0,30,-6,E,4,2021-08-13,2D4D3hiOf5U0W6SvJoCQph,"Sony Music UK",12B,GBAHK9700111
175,"Push It","Salt-N-Pepa",68,127,"","","Hot, Cool & Vicious",1986-12-08,04:32,91,60,1,0,97,0,0,-12,B minor,4,2021-08-13,6sT9MWlJManry3EQwf4V80,"Island Def Jam",10A,USIR20180482
176,"Back To Life","Soul II Soul,Caron Wheeler",70,101,"new jack swing","R&B","Keep On Movin'",1989-01-01,03:48,82,48,5,0,67,10,0,-12,G,4,2021-08-13,7vvRkLPIvfjjmCIqNxBuEZ,"Virgin",9B,GBAAA8900036
177,"Upside Down","Diana Ross",3,108,"motown, disco","Pop, R&B","Diana",1980-05-22,04:04,89,90,8,1,89,0,0,-5,F minor,4,2021-08-13,57Y3UccJEJqT8w8RWkUAz0,"Motown",4A,USMO18000379
178,"Conga!","Miami Sound Machine",69,122,"","","Primitive Love",1985-08-13,04:14,79,66,17,4,87,0,0,-15,D,4,2021-08-13,3FdHgoJbH3DXNtGLh56pFu,"Epic",10B,USSM10026825
179,"You're the Voice","John Farnham",63,85,"","","Collections",2008-09-19,05:02,37,76,22,0,64,0,50,-9,A#/B♭,4,2021-08-13,5NwkWwfRJaT55hEPtCmJHx,"RCA Records Label",6B,AUBM08641001
180,"You Can't Hurry Love - 2016 Remaster","Phil Collins",79,98,"soft rock","Rock","Hello, I Must Be Going! (Deluxe Edition)",1982-11-05,02:55,62,94,3,0,76,0,0,-5,G,4,2021-08-13,4YwbSZaYeYja8Umyt222Qf,"Rhino",9B,USRH11509315
181,"I Won't Let The Sun Go Down On Me","Nik Kershaw",45,108,"","","The Collection",1991-01-01,03:16,64,81,40,0,67,0,0,-11,A,4,2021-08-13,1NRPQIwKYjNrXVIOmMOSln,"Universal-Island Records Ltd.",11B,GBBBY0300012
182,"Gold - 2003 Remaster","Spandau Ballet",67,143,"new wave, synthpop","Pop, Rock, Electronic","True (Special Edition)",1983-02-25,04:50,72,80,25,0,73,0,30,-6,A#/B♭ minor,4,2021-08-13,0Z9UkcT1pnrmLciUJPcMMS,"Parlophone UK",3A,GBAYK0200004
183,"Islands in the Stream","Dolly Parton,Kenny Rogers",68,204,"country","Country","Pure & Simple",2016-08-19,04:10,61,52,68,0,73,0,0,-8,G#/A♭,4,2021-08-13,6apPqjW8ezpKEicAkkBlvO,"RCA Records Label Nashville",4B,USRN19600175
184,"Into the Groove","Madonna",53,116,"","","Celebration",2009-09-18,04:45,73,86,7,1,80,0,0,-4,A#/B♭ minor,4,2021-08-13,2QkjnJ6Q8w9zYln1io4S0C,"Warner Records",3A,USWB10903605
185,"The Best","Tina Turner",76,104,"","","Foreign Affair",1989-09-13,05:29,66,74,11,2,74,0,10,-10,C,4,2021-08-13,6pPWRBubXOBAHnjl5ZIujB,"Parlophone UK",8B,USCA28900109
186,"Don't Go","Yazoo",3,126,"synthpop, new wave","Pop, Rock, Electronic","Upstairs at Eric's",1982-07-01,03:08,80,41,31,0,65,0,0,-16,F#/G♭,4,2021-08-13,5JOVSWohrjXW0BFTboh8XO,"Mute, a BMG Company",2B,GBAJH9600227
187,"Sussudio - 2016 Remaster","Phil Collins",70,121,"soft rock","Rock","No Jacket Required (2016 Remaster)",1985-01-25,04:23,71,94,5,9,73,0,0,-5,F,4,2021-08-13,4qM461TqtpnP4GLRIXwEnW,"Rhino",7B,USRH11600243
188,"The Look Of Love, Pt.1","ABC",66,121,"new wave, synthpop","Pop, Rock, Electronic","The Lexicon Of Love",1982-06-21,03:29,74,90,11,0,92,0,30,-5,A minor,4,2021-08-13,6HvUtPLqkP0t6zd6YNdWby,"EMI",8A,GBF088200008
189,"The Heat Is On - From  Beverly Hills Cop  Soundtrack","Glenn Frey",66,150,"","","Above The Clouds - The Collection (Deluxe)",2018-04-27,03:47,62,87,2,0,87,0,0,-6,G,4,2021-08-13,0PXw9NKvolWTo7U9JkNzmc,"Geffen",9B,USMC18416576
190,"St. Elmos Fire (Man in Motion)","John Parr",66,111,"","","St. Elmo's Fire - Music From The Original Motion Picture Soundtrack",1985-01-01,04:11,61,60,15,0,47,0,20,-11,A,4,2021-08-13,1A2PWRltFrX8iB8IP3CUgo,"Atlantic Records",11B,USAT20105874
191,"Valerie","Steve Winwood",0,116,"soft rock","Rock","Talking Back To The Night",1982-01-01,04:06,72,52,59,0,75,0,0,-11,A,4,2021-08-13,3nQuDlaVZApyrG6tdsETe0,"Polydor",11B,GBAAN8200002
192,"Don't Stop 'Til You Get Enough","Michael Jackson",80,119,"","","Off the Wall",1979-08-10,06:05,88,82,13,5,95,0,10,-10,B,4,2021-08-13,46eu3SBuFCXWsPT39Yg3tJ,"Epic",1B,USSM17900816
193,"Come On Eileen - Single Edit","Dexys Midnight Runners,Kevin Rowland",61,107,"","","Come On Eileen / Dubious",2009-01-01,03:25,41,87,20,0,82,0,0,-4,C,4,2021-08-13,6nWcEzyxDozQcmxMoNJtYx,"Universal Music Group International",8B,GBF088200872
194,"Let's Groove","Earth, Wind & Fire",83,125,"disco","Pop","Raise!",1981-11-14,05:39,87,65,12,0,90,0,10,-9,B minor,4,2021-08-13,3koCCeSaVUyrRo3N2gHrd8,"Legacy Recordings",10A,USSM18100641
195,"Venus","Bananarama",71,126,"hi-nrg","Electronic","True Confessions (Collector's Edition)",1986-01-01,03:49,72,96,9,61,91,0,20,-5,A,4,2021-08-13,4XX1pFUkQOZTYp6Hb6a6Ae,"London Records (Because Ltd)",11B,GBAAP9600095
196,"Hungry Eyes - From  Dirty Dancing  Soundtrack","Eric Carmen",80,110,"","","The Definitive Collection",1997-00-00,04:11,71,55,1,0,55,0,10,-9,F,4,2021-08-13,31H6au3jhblhr6MMJiXnCq,"Arista",7B,USRC19708312
197,"Mary's Prayer","Danny Wilson",59,135,"","","Meet Danny Wilson",1987-01-01,03:54,68,57,24,0,66,0,10,-13,C,4,2021-08-13,6G3afsR0udhKnAU0Tut25j,"Virgin Records",8B,GBAAA8700033
198,"Relax","Frankie Goes To Hollywood",74,115,"synthpop, hi-nrg","Electronic, Pop","Welcome To The Pleasuredome",1984-10-20,03:56,68,69,33,0,69,0,0,-13,B minor,4,2021-08-13,2K22nUTdyr48JDwI5t906t,"ZTT Records",10A,GBAHW9900051
199,"Axel F","Harold Faltermeyer",62,117,"synthpop","Electronic, Pop","Harold F",1988-01-01,03:00,80,49,2,84,57,0,0,-17,C♯/D♭,4,2021-08-13,2kgqupahrJpYB4r1poTXEY,"Geffen",3B,USMC18416586
200,"Wanna Be Startin' Somethin'","Michael Jackson",67,122,"","","Thriller",1982-11-30,06:03,84,87,3,42,91,0,0,-8,A,4,2021-08-13,1hu2s7qkm5bo03eODpRQO3,"Epic",11B,USSM19902986
201,"The Whole Of The Moon - 2004 Remastered Version","The Waterboys",0,106,"celtic rock","Rock","This Is The Sea",1985-00-00,05:02,61,79,12,0,58,0,10,-7,C,4,2021-08-13,2fMAEEhdpXo4ROX5eZcbOg,"Parlophone UK",8B,GBAYK0400026
202,"New Sensation","INXS",70,115,"","","Kick (Remastered 2011)",1987-00-00,03:40,68,95,1,0,93,0,0,-5,A,4,2021-08-13,2xcrseImDFEf8Urommws03,"Petrol Records",11B,GBAMX8700009
203,"All Around the World - Remastered","Lisa Stansfield,Ian Devaney,Andy Morris",66,101,"","","Affection",1989-00-00,04:25,67,91,57,0,81,10,0,-5,C♯/D♭,4,2021-08-13,1DapqOfkDAQCiKnvfwKo0g,"Arista",3B,GBARL0300125
204,"The Way You Make Me Feel - 2012 Remaster","Michael Jackson",72,114,"","","Bad 25th Anniversary",2012-09-18,04:58,88,85,5,0,54,10,10,-5,C♯/D♭,4,2021-08-13,0sKlV58cODrjxGFOyf9IXY,"Epic/Legacy",3B,USSM11204981
205,"You Keep Me Hangin On","Kim Wilde",67,123,"","","Another Step",1986-00-00,04:15,69,68,8,0,71,0,10,-12,G minor,4,2021-08-13,1wEeNtO7z41aUqC80shxqK,"UMC (Universal Music Catalogue)",6A,GBUM71304908
206,"I Don't Want A Lover","Texas",0,120,"","","Southside",1989-01-01,05:00,76,47,20,0,43,0,10,-13,G,4,2021-08-13,000u1dTg7y1XCDXi80hbBX,"EMI",9B,GBF088900156
207,"Need You Tonight","INXS",75,109,"","","Kick (Remastered 2011)",1987-00-00,03:01,80,63,4,57,79,0,0,-7,A#/B♭ minor,4,2021-08-13,3h04eZTnmFLRMjZajbrp2R,"Petrol Records",3A,GBAMX8700008
208,"Pour Some Sugar On Me","Def Leppard",69,85,"glam metal, glam rock, classic rock","Rock, Metal","Hysteria",1987-08-03,04:27,27,95,0,0,57,10,20,-5,C♯/D♭ minor,4,2021-08-13,1aZLIbKEdsyqxyD6iNcrbA,"UMC (Universal Music Catalogue)",12A,GBF088790147
209,"Caribbean Queen (No More Love On the Run)","Billy Ocean",76,114,"","","The Very Best of Billy Ocean",2010-04-26,04:04,79,65,17,0,95,0,0,-8,F,4,2021-08-13,4JEylZNW8SbO4zUyfVrpb7,"Sony Music UK",7B,GBAHK9700109
210,"Wouldn't It Be Good","Nik Kershaw",69,97,"","","Human Racing",1984-01-01,04:37,66,71,17,1,75,0,0,-9,D minor,4,2021-08-13,00FDHurakzVEiPutdUxXXq,"UMC (Universal Music Catalogue)",7A,GBBBY0300006
