Artist,Song,Key,BPM,Camelot,Popularity,Energy,Danceability,Hapiness,lyrics
Jóhann Jóhannsson,The Theory of Everything,D Major,104,10B,60,12,42,18,
John Denver,Sunshine On My Shoulders,B♭ Major,147,6B,63,17,32,26,"Sunshine
On my shoulders makes me happy
Sunshine in my eyes
Can make me cry
Sunshine on the water
Looks so lovely
Sunshine
Almost always makes me high

If I had a day
That I could give you
I'd give to you
The day just like today
If I had a song
That I could sing for you
I'd sing a song
To make you feel this way

Sunshine
On my shoulders makes me happy
Sunshine in my eyes
Can make me cry
Sunshine on the water
Looks so lovely
Sunshine
Almost always makes me high

If I had a tale
That I could tell you
I'd tell a tale
Sure to make you smile
If I had a wish
That I could wish for you
I'd make a wish
For sunshine for all the while

Sunshine
On my shoulders makes me happy
Sunshine in my eyes
Can make me cry
Sunshine on the water
Looks so lovely
Sunshine
Almost always makes me high

Sunshine
Almost all the time makes me high
Sunshine
Almost always...."
John Denver,Rocky Mountain High,E Major,81,12B,71,44,46,72,"He was born in the summer of his 27th year
Comin' home to a place he'd never been before
He left yesterday behind him, you might say he was born again
You might say he found a key for every door

When he first came to the mountains, his life was far away
On the road and hangin' by a song
But the string's already broken and he doesn't really care
It keeps changin' fast and it don't last for long

But the Colorado Rocky Mountain high
I've seen it rainin' fire in the sky
The shadow from the starlight is softer than a lullaby
Rocky Mountain high (Colorado)
Rocky Mountain high (High in Colorado)

He climbed cathedral mountains, he saw silver clouds below
He saw everything as far as you can see
And they say that he got crazy once, and he tried to touch the sun
And he lost a friend, but kept the memory

Now he walks in quiet solitude, the forests and the streams
Seeking grace in every step he takes
His sight has turned inside himself to try and understand
The serenity of a clear blue mountain lake

And the Colorado Rocky Mountain high
I've seen it rainin' fire in the sky
Talk to God and listen to the casual reply
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)

Now his life is full of wonder, but his heart still knows some fear
Of a simple thing he cannot comprehend
Why they try to tear the mountains down to bring in a couple more
More people, more scars upon the land

And the Colorado Rocky Mountain high
I've seen it rainin' fire in the sky
Though he'd be a poorer man if he never saw an eagle fly
Rocky Mountain high

Colorado Rocky Mountain high
I've seen it rainin' fire in the sky
Friends around the campfire and everybody's high
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)
Rocky Mountain high (High in Colorado)"
John Parr,St Elmo's Fire (Anniversary Edition),A Major,111,11B,67,83,57,54,
"John Travolta, Olivia Newton-John",You're The One That I Want - From “Grease”,C Major,107,8B,81,61,76,82,
"John Travolta, Olivia Newton-John",Summer Nights - From “Grease”,D Major,124,10B,75,66,75,61,
John Vincent III,Next to You,G Major,132,9B,73,42,44,7,"You said you loved me
But what does that mean?
And would you cry if I were to leave?
In my aching hands
Running down your spine
You said you loved me, how?
Wait for me by the water
On the first rain of June
And I'll be there with all the letters I ever wrote
For you, for you

Let's pack our bags
And head to the Rockies, babe
Just you and I
Getting lost in open spaces
When you wake
I'll be right there, baby
When you shake
I'll be shaking with you, hon'

And when you get tired of this town
Let me know, and we can go somewhere brand new
'Cause when I lay my head to rest
I hope that it's always next to you
When you run, when you're gone
Oh, I'll be waiting for you, dear

Don't cry
Know I'm right here, my baby, baby
Know that I
Need you in my life
When morning comes
Creeping in your bed
Just hold me close
To your flesh

And when you get tired of this town
Let me know, and we can go somewhere brand new
'Cause when I lay my head to rest
I hope that it's always next to you
When you run, when you're gone
Oh, I'll be waiting for you, dear

When you get tired of this town
Let me know, and we can go somewhere brand new
'Cause when I lay my head to rest
I hope that it's always next to you
Always next to you, baby"
Joji,Demons,D Minor,168,7A,64,38,46,4,"Yuh, got 'em
Sus, runnin'
Fuck, got 'em
Look, spotted
Yuh, got 'em
Sus, runnin'
Fuck, got 'em
Look, spotted

You're taking my heart, now
They're taking my heart, now
And I don't know why (Come)
And I don't know why (Come, come with me)
Alright, alright, alright, alright
Alright, alright, alright (Ayy, ayy, ayy)
The demons told me everything
They whisper in the night (Ayy, ayy, ayy)

This is not a threat, I promise (Nope)
I promise
This is not a threat, I promise
It's a warning, baby, I just want you to know

That was when the summer caved in
When I'm fallin' in a trench, I'm behaving (Skrt)
I'm behaving myself (Uh)
I'm behaving myself (Look, look, what, what)
We don't gotta die so soon
So I just behave for you, for you, for you
We don't gotta die so soon
So I just behave for–(Shh, quiet)

This is not a threat, I promise (Nope)
I promise
This is not a threat, I promise (Yuh, yuh, yuh)
It's a warning, baby, I just want you to know

Please, just let me go
Let me go, I've seen enough
I've seen enough
I've seen enough
(That sounds good)"
Joji,Pills,B Major,81,1B,56,41,45,24,"Please don't run away
Please don't run away
Please don't run away
Please don't run away

Where'd you go?
I thought we'd last forever
Where'd I go?
I was sinking through the leather

I need you back
I need you back (Yeah, yeah, yeah)
I need you, back
I need you back

So I'll fly away
Zoloft, Xanax
Zoloft, Xanax

Please don't run away
Please don't run away
(Fly, I'll fly away, away, away)
Please don't run away
Please don't run away
(Please don't run away)

I don't know why
I don't know why I feel this way
I feel the same
I don't know why
I don't know why I feel the same

I need you back
I need you back
I need you, back
I need you back (Yeah, yeah, yeah)
Where'd you go?
I thought we'd last forever (Last forever)
Where'd I go?
I was sinking through the leather"
Joji,SLOW DANCING IN THE DARK,E♭ Major,89,5B,84,48,52,28,"I don't want a friend
I want my life in two (Please, one more night; my life in two)
Waiting to get there
Waiting for you (I done fighted all night; waiting for you)
(I done fighted all night)

When I'm around slow dancing in the dark
Don't follow me, you'll end up in my arms
You done made up your mind
I don't need no more signs
Can you?
Can you?

Give me reasons we should be complete
You should be with him, I can't compete
You looked at me like I was someone else, oh well
Can't you see? (Can't you see?)
I don't wanna slow dance (I don't wanna slow dance)
In the dark, dark

When you gotta run (Gotta run, gotta run)
Just hear my voice in you (My voice in you)
Shutting me out, you (Shutting me out)
Doing so great (So great, so great)
Yeah

Used to be the one (Used to be the one)
To hold you when you fall, yeah, yeah, yeah (When you fall, when you fall)
I don't fuck with your tone (I don't fuck with your tone)
I don't wanna go home (I don't wanna go home)
Can it be one night?
Can you?
Can you?

Give me reasons we should be complete
You should be with him, I can't compete
You looked at me like I was someone else, oh well
Can't you see?
I don't wanna slow dance (I don't wanna slow dance)
In the dark, dark
In the dark, dark"
JoJo,Too Little Too Late,F# Minor,82,11A,75,80,42,73,"Mmh no, mmh...
Mmh-mmh

Come with me, stay the night
You say the words, but boy, it don't feel right
What do ya expect me to say?
(You know it's just too little too late)
You take my hand, and you say you've changed
But boy, you know your begging don't fool me
Because to you, it's just a game
(You know it's just too little too late)

So let me on down
'Cause time has made me strong
I'm starting to move on
I'm gonna say this now
Your chance has come and gone
And you know...

It's just too little too late
A little too wrong, and I can't wait
But you know all the right things to say
You know it's just too little too late
You say you dream of my face
But you don't like me, you just like the chase
To be real, it doesn't matter anyway
You know it's just too little too late

Yeah, yeah
It's just too little too late
Mmh-mmh

I was young and in love
I gave you everything, but it wasn't enough
And now you wanna communicate
Huh (You know it's just too little too late)

Go find someone else
In letting you go, I'm loving myself
You got a problem
But don't come asking me for help
'Cause you know...

It's just too little too late
A little too wrong, and I can't wait
But you know all the right things to say
You know it's just too little too late
You say you dream of my face
But you don't like me, you just like the chase
To be real, it doesn't matter anyway
You know it's just too little too late

I can love with all of my heart, baby
I know I have so much to give (I've got so much to give)
With a player like you, I don't have a prayer
That's no way to live, oh, oh-ooh
Mmh no, whoa whoa
It's just too little too late
Yeah, yeah!

It's just too little too late (Too little, too late)
A little too wrong, and I can't wait (Yeah, yeah, yeah)
But you know all the right things to say (Woo!)
You know it's just too little too late
You say you dream of my face
But you don't like me, you just like the chase (You just like the chase baby)
To be real, it doesn't matter anyway (Hey, hey)
You know it's just too little too late (Ah, ooh, ooh-ooh-ooh)

Yeah, yeah, yeah, yeah
You know it's just too little too late (Ooh)
I can't wait, no, no, no...

It's just too little too late
A little too wrong, and I can't wait
But you know all the right things to say (Yeah, yeah, yeah)
You know it's just too little too late
You say you dream of my face
But you don't like me, you just like the chase
To be real, it doesn't matter anyway
You know it's just too little too late"
JoJo,Baby It's You,C# Major,120,3B,63,40,90,69,"Can somebody explain to me
Why everybody is tryna be
Livin' like a celebrity doin' what they see on MTV?
Ice is cool, but I'm looking for more
Simple things is what my heart beats for
'Cause that's me
I don't ask for much
Baby, having you is enough

You ain't got to buy nothin'
It's not what I want
Baby, it's you
We don't have to go nowhere
It's not what I want
Baby, it's you
It's not 'bout what you got, I know you got a lot
No matter what you do, you always get it hot it's you, it's you
Baby, all I want is you, yeah

It don't matter that your car is fly, fly
And your rims are spinnin' on the side, and
It don't matter where we go tonight
'Cause if I'm with you, I'll be all right
That's cool, but I'm lookin' for more
It's your love that my heart beats for
'Cause that's me
Don't have to spend a dime
Baby
I just want your time

You ain't got to buy nothin'
It's not what I want
Baby, it's you
We don't have to go nowhere
It's not what I want
Baby, it's you
It's not 'bout what you got, I know you got a lot
No matter what you do, you always get it hot it's you, it's you
Baby, all I want is you, yeah

You ain't got to buy nothin'
It's not what I want
Baby, it's you
We don't have to go nowhere
It's not what I want
Baby, it's you
It's not 'bout what you got
I know you got a lot
No matter what you do, you always get it hot it's you, it's you
Baby, all I want is you, yeah"
Jon Bellion,All Time Low,C Major,90,8B,68,57,62,51,"I was the knight in shining armor in your movie
Would put your lips on mine and love the aftertaste
Now I'm a ghost, I call your name, you look right through me
You're the reason I'm alone and masturbate

I (I, I), yeah, I been trying to fix my pride
But that shit's broken, that shit's broken
Lie (Lie, lie), lie, l-lie I tried to hide
But now you know it
That I'm at an all time
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low (Woo, woah, oh-oh)

I was the prototype like 3 Stacks on that CD
An example of the perfect candidate
Now all your girlfriends say that you don't want to see me
You're the reason that I just can't concentrate

I (I, I), yeah, I been trying to fix my pride
But that shit's broken, that shit's broken
Lie (Lie, lie), lie, l-lie I tried to hide
But now you know it
That I'm at an all time
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low (Woo, woah)
Low, low, low, low, low, low, low, low, low (Woo, woah, oh-oh)
Low, low, low, low, low, low, low, low, low (Woo, woah)
Low, low, low, low, low, low, low, low, low (Woo, woah, oh-oh)

I (I, I), I been trying to fix my pride
But that shit's broken, that shit's broken
Lie (Lie, lie), lie, l-lie I tried to hide
But now you know it
That I'm at an all time
Low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low, low, low
Low, low
Low, low, low, low, low, low, low, low, low, low, low
Low (Low, low, low, low, low, low, low, low, low)
Lie, l-lie, I try to hide, but now you know it
(Low, low, low, low, low, low, low, low, low)
(Low, low, low, low, low, low, low, low, low)
That I'm at an all time
Hey

Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low (Woo, woah)
Low, low, low, low, low, low, low, low, low (Woo, woah, oh-oh)
Low, low, low, low, low, low, low, low, low (Woo, woah)
Low, low, low, low, low, low, low, low, low (Woo, woah, oh-oh)

Low, low, low, low, low, low, low, low, low (Woo, woah)
Low, low, low, low, low, low, low, low, low (Woo, woah, oh-oh)
Low, low, low, low, low, low, low, low, low (Woo, woah)
Low, low, low, low, low, low, low, low, low (Woo, woah, oh-oh)"
Jon Pardi,Your Heart Or Mine,F Minor,86,4A,73,71,64,72,"All it takes is a downtown bar
All it takes is some neon stars
A little you, a little me
In the same vicinity and it's on
Everyone is the first last time
Walk away, then, we hit rewind
A little touch, a little buzz
Don't know what keeps keepin' it up

Is it your heart or mine?
Is it whiskey or wine?
Is it somethin' in the night
Makin' us wanna cross that line?
Girl, we're playin' with fire
Love ain't too far behind
It's just a matter of time
'Til it finds your heart or mine

We say that it ain't no thing
We say it, then, the telephone rings
A hello, arе you at home
'Cause I'm all alone missin' you
Wе swear it ain't love, love, love
But you're there when the sun comes up
We swear it ain't love, love, love
But it always comes back to us

Is it your heart or mine?
Is it whiskey or wine?
Is it somethin' in the night
Makin' us wanna cross that line?
Girl, we're playin' with fire
Love ain't too far behind
It's just a matter of time
'Til it finds your heart or mine


We swear it ain't love, love, love
We swear it ain't love, love, love

Is it your heart or mine?
Is it whiskey or wine?
Is it somethin' in the night
Makin' us wanna cross that line?
Girl, we're playin' with fire
Love ain't too far behind
It's just a matter of time
'Til it finds your heart or mine
Your heart or mine"
Jon Pardi,Last Night Lonely,F# Major,103,2B,71,81,65,85,"Yeah, this could be your last drink from a stranger in a bar
The last time that you're dancing in unfamiliar arms
Yeah, this could be your last first kiss, if we do this thing right
Your last time alone beneath neon lights

It could be your last night coming in here, drinking all by yourself
The last time giving your heart away to someone else
Yeah, we could be some history in the making girl, tonight
Might be your last night lonely

Yeah, you could be the last first name that's ever been worth asking
Yeah, you could be the last phone number I write down on a napkin
Yeah, you could be the last girl that I take back home to Mama
The last time that we're talked about in this small-town drama

It's gonna be the last night coming in here, drinking all by yourself
The last time giving your heart away to someone else
Yeah, we could be some history in the making girl, tonight
Might be your last night lonely
It could be your last night lonely

It could be your last night coming in here, drinking all by yourself
The last time giving your heart away to someone else
Yeah, we could be some history in the making girl, tonight
Might be your last night lonely

It could be your last night coming in here, drinking all by yourself
The last time giving your heart away to someone else
Yeah, we could be some history in the making girl, tonight
Might be your last night lonely
It could be your last night lonely, yeah
Last night lonely, baby"
Jon Pardi,Heartache On The Dance Floor,A Major,116,11B,78,83,60,62,"Yeah, I was just hanging out
Some little west coast town
Found a bar out by the sand
So I made my way in
First thing that caught my eye
Lke nothing I'd ever seen
Sunburned auburn air
The California dream
Yeah, she was shaking them hips
To some old motown song
I couldn't say anything
So I sang along

She was a heartache on the dance floor
Yeah, she's moving through my mind
I gotta know her name and I gotta see her again
She's got me wondering, yeah I'm just wondering
Where she at, where she at, where she at tonight?
Where she at, where she at, where she at tonight?

So I just hung around
This little west coast town
I dropped by every night
I stayed till closing time
My little mystery
That girl is killing me
So I put on a song
Just to sing along

She was a heartache on the dance floor
Yeah, she's moving through my mind
I gotta know her name and I gotta see her again
She's got me wondering, yeah I'm just wondering
Where she at, where she at, where she at tonight?
Where she at, where she at, where she at tonight?
She's got me mesmerized, she's all I'm thinking about
All I think about, think about, think about

So I'm right here right now
Humming this little song
If I could say a thing
I'd want you to know

You were a heartache on the dance floor
Yeah, you're moving through my mind
I gotta know your name and I gotta see you again
And if you're listening, listening, listening
Where you at, where you at, where you at tonight?
Where you at, where you at, where you at tonight?
Girl, I'm hanging around this little town
Where you at, where you at, where you at tonight?
Where you at, where you at, where you at tonight?"
Jon Pardi,Night Shift,D Major,96,10B,77,75,63,73,"It's been a wreck me week
Sixty plus from dawn to dusk
In the red dirt heat
Busting it up for a couple of bucks
But it ain't no thing
Just another day 'til I'm on my way
To them cool, cool sheets and you and me

Working on the night shift, baby
Dying for your touch like crazy
Racking up the overtime hours
Loving how we're working on the night shift, baby

Gonna rock it right
No need to talk, I know what you want
And what you like
'Cause I do too, yeah
I love how you leave on the lights
Not a thing between you and me
And it feels so nice when you and I are

Working on the night shift, baby
Dying for your touch like crazy
Racking up the overtime hours
Loving how we're working on the night shift, baby

Yeah, yeah
It's been a wreck me week
Oh, but who needs sleep?

When you're working on the night shift, baby
Dying for your touch like crazy
Racking up the overtime hours
Loving how we're working on the night shift, baby
Loving how we're working on the night shift
Loving how we're working on the night shift
Working on the night shift, baby"
"Jonas Blue, Dakota",Fast Car,A Major,114,11B,79,58,67,55,"Jonas Blue reimagines Tracy Chapman’s “Fast Car” as a tropical house version. Tracy Chapman’s original is his mother’s favorite song.
Oh, woah, oh
Oh, oh

You got a fast car
I want a ticket to anywhere
Maybe we will make a deal
Maybe together we can get somewhere
Any place is better
Starting from zero, got nothing to lose
Maybe we'll make something
Me, myself, I got nothing to prove
You got a fast car
And I got a plan to get us out of here
I've been working at a convenience store
Managed to save just a little bit of money
We won't have to drive too far
Just across the border and into the city
You and I can both get jobs
And finally see what it means to be living

You got a fast car
Is it fast enough so we can fly away?
We gotta make a decision
We leave tonight or live and die this way

So I remember we were driving, driving in your car
The speed so fast, I felt like I was drunk
City lights lay out before us
And your arm felt nice wrapped 'round my shoulder
And I, I had a feeling that I belonged
And I, I had a feeling that I could be someone
Had a feeling that I could be someone

You see, my old man's got a problem
He lives with the bottle, that's the way it is
He says his body's too old for working
I say, his body's too young to look like his
My mama went off and left him
She wanted more from life than he could give
I said, somebody's got to take care of him
So I quit school and that's what I did
You got a fast car
And we go cruising to entertain ourselves
You still ain't got a job
And I work in a market as a checkout girl
I know things will get better
You'll find work and I'll get promoted
We'll move out of the shelter
Buy a bigger house and live in the suburbs

You got a fast car
Is it fast enough so we can fly away?
We gotta make a decision
We leave tonight or live and die this way

So I remember we were driving, driving in your car
The speed so fast, I felt like I was drunk
City lights lay out before us
And your arm felt nice wrapped 'round my shoulder
And I, I had a feeling that I belonged
And I, I had a feeling that I could be someone
Had a feeling that I could be someone"
"Jonas Blue, William Singe",Mama,B Minor,104,10A,76,79,74,57,"Where should we run to?
We got the world in our hands and we're ready to play
They say we're wasted
But how can we waste it if we're loving every day?
Okay, I got the keys to the universe
So stay, with me, 'cause I got the keys, babe

Don't wanna wake up one day wishing that we'd done more
I wanna live fast and never look back, that's what we here for
Don't wanna wake up one day wondering where'd it all go
'Cause we'll be home before we know, I wanna hear you singing

Hey mama, don't stress your mind, we ain't coming home tonight
Hey ma, we gonna be alright, dry those eyes
We'll be back in the morning when the sun starts to rise
So mama, don't stress your mind
So mama, don't stress your mind

Mama, mama, mama, hey
We ain't coming home tonight
Mama, mama, mama, hey
We ain't coming home tonight

Where should we run to?
We got a ticket that takes us wherever we like
We got our problems
But just for the minute, let's push all our troubles aside
Alright, 'cause we got the keys to the universe
Inside our minds, yeah, we got the keys, babe

Don't wanna wake up one day wishing that we'd done more
I wanna live fast and never look back, that's what we here for
Don't wanna wake up one day wondering where'd it all go
'Cause we'll be home before we know, I wanna hear you singing

Hey mama, don't stress your mind, we ain't coming home tonight
Hey ma, we gonna be alright, dry those eyes
We'll be back in the morning when the sun starts to rise
So mama, don't stress your mind
So mama, don't stress your mind
Hey, mama, don't stress your mind, we ain't coming home tonight
Hey, mama, we gonna be alright, dry those eyes
We'll be back in the morning when the sun starts to rise
So mama, don't stress your mind
So mama, don't stress your mind

Mama, mama, mama, hey
We ain't coming home tonight
Mama, mama, mama, hey
We ain't coming home tonight"
Jonas Brothers,Sucker,C# Minor,138,12A,81,73,84,95,"We go together
Better than birds of a feather, you and me
We change the weather, yeah
I'm feelin' heat in December when you're 'round me

I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious

I'm a sucker for you
Say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (About you), about you (About you)
And you're makin' the typical me break my typical rules
It's true, I'm a sucker for you

Yeah

Don't complicate it (Yeah)
'Cause I know you and you know everything about me
I can't remember (Yeah) all of the nights
I don't remember when you're 'round me (Oh, yeah, yeah)

I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious

I'm a sucker for you
Say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (About you), about you (About you)
And you're makin' the typical me break my typical rules
It's true, I'm a sucker for you

Yeah (Uh)
(I'm a sucker for you)

I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious

I'm a sucker for you
Say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (About you), about you (About you)
And you're makin' the typical me break my typical rules
It's true, I'm a sucker for you

(Uh)
I'm a sucker for you"
Jonas Brothers,Burnin' Up,D Major,114,10B,68,95,67,81,"I'm hot, you're cold
You go around like you know
Who I am, but you don't
You've got me on my toes

I'm slipping into the lava
And I'm trying to keep from going under
Baby, who turned the temperature hotter?
'Cause I'm burnin' up, burnin' up for you, baby
Come on, girl

I fell (I fell) so fast (So fast)
Can't hold myself back
High heels (High heels), red dress (Red dress)
All by yourself, gotta catch my breath

I'm slipping into the lava
And I'm trying to keep from going under
Baby, who turned the temperature hotter?
'Cause I'm burnin' up, burnin' up for you, baby

Walk in the room, all I can see is you, oh
Staring me down, I know you feel it, too

I'm slipping into the lava
And I'm trying to keep from going under
Baby, who turned the temperature hotter?
'Cause I'm burnin' up, burnin' up for you, baby
Slipping into the lava
And I'm trying to keep from going under
Baby, who turned the temperature hotter?
'Cause I'm burnin' up, burnin' up for you, baby

Yo, we're burning up in this place tonight
Your brothers sing it loud (And we're feeling right)
Get up and dance (Don't try and fight it)
Big Rob's for real (And that's no lie)
Stop, drop and roll (And touch the floor)
(It keeps on burnin' up) More and more
I got JB with me laying it down
Come on, boys, let’s bring the chorus around

I'm slipping into the lava (Burn it up, burn it up)
And I'm trying to keep from going under (Yeah)
Baby, who turned the temperature hotter? (Come on, man)
'Cause I'm burnin' up, burnin' up for you, baby

Burnin' up (Sup?), burnin' up for you, baby"
Jonas Colstrup,Slow Down,D Minor,91,7A,29,4,32,18,
Jordan Davis,Take It From Me,B♭ Major,100,6B,70,89,59,67,"I think me and you should blow this off
So much for the after-party
Let's tell everybody we got lost
I think me and you should do
Our own thing, our own way
At my place, why wait?

Take it from me if you want a T-shirt to sleep in
It's my favorite, but you can keep it
It looks good, baby, you should leave it
Hangin' off your shoulder
Give me them bare feet dancin' down a hall and
Smilin' at me, runnin' your finger down the wall
You know what I want, I got what you need
Take it from me, yeah

Baby, you should stop right now, right here
Right where we wanna be
I'll spin you around and let's just see
Where this thing goes
All I know is that I'm all yours, all night
I've got nothin' but time

So take it from me if you want a T-shirt to sleep in
It's my favorite, but you can keep it
It looks good, baby, you should leave it
Hangin' off your shoulder
Give me them bare feet dancin' down a hall and
Smilin' at me, runnin' your finger down the wall
You know what I want, I got what you need
Take it from me, yeah
Take it from me, yeah

You can steal a kiss, I won't call you a thief
But take it from me
What I got to give, you can have for free
Just take it from me

Take it from me if you want a T-shirt to sleep in
It's my favorite, but you can keep it
It looks good, baby, you should leave it
Hangin' off your shoulder
Give me them bare feet dancin' down a hall and
Smilin' at me, runnin' your finger down the wall
You know what I want, I got what you need
Take it from me, yeah
Just take it from me

Take my word, take my heart
Take my kiss and maybe take it too far
But, baby, take it from me
Oh, just take it from me
You can steal a kiss, I won't call you a thief
But take it from me
What I got to give, you can have for free
Just take it from me
Oh, just take it from me, yeah"
Jordan Davis,Learn The Hard Way,A Major,158,11B,68,75,58,57,"When it comes to breaking things
I don't know how to miss
And if there was a hall of fame
Always thought my name would be top of the list

But girl, if I was puttin' money on it
I bet you'd bat a thousand
At hittin' where it hurts and gettin' gone first
Ain't no easy way around it

I'm 'bout to get a taste of my own damn medicine
Safe to say I'm 'bout to get me a lesson in
Tables turnin' like tires on the Chert rock
And how them goodbye lights look fadin' off
Throwin' red at the best there's ever been
Hell, I guess there's a first timе for everything
I've nеver known the broke side of a heartbreak
But I'd say I'm 'bout to learn the hard way

Oh, that ain't just a drink you're holdin'
I'm in the palm of your hand and you know it
Girl, I know right where this is goin'
Oh, but I don't care, good Lord

I'm 'bout to get a taste of my own damn medicine
Safe to say I'm 'bout to get me a lesson in
Tables turnin' like tires on the Chert rock
And how them goodbye lights look fadin' off
Throwin' red at the best there's ever been
Hell, I guess there's a first time for everything
I've never known the broke side of a heartbreak
But I'd say I'm 'bout to learn the hard way
Yeah, I'm 'bout to learn the hard way

Girl, if I was puttin' money on it
I'd bet you bat a thousand
At hittin' where it hurts and gettin' gone first
Ain't no easy way around it

I'm 'bout to get a taste of my own damn medicine
Safe to say I'm 'bout to get me a lesson in
Tables turnin' like tires on the Chert rock
And how them goodbye lights look fadin' off
Throwin' red at the best there's ever been
Hell, I guess there's a first time for everything
I've never known the broke side of a heartbreak
But I'd say I'm 'bout to learn the hard way

I've never known the broke side of a heartbreak
But I'd say I'm 'bout to learn the hard way"
"Jordan Davis, Luke Bryan",Buy Dirt,E Major,178,12B,80,56,59,44,"Few days before he turned 80
He was sitting out back in a rocker
He said ""What you been up to lately?""
I told him chasing a dollar
And in between sips of coffee
He poured this wisdom out
Said ""If you want my two cents on making a dollar count

Buy dirt
Find the one you can't live without
Get a ring, let your knee hit the ground
Do what you love but call it work
And throw a little money in the plate at church
Send your prayers up and your roots down deep
Add a few limbs to your family tree
And watch their pencils marks, and the grass in the yard
All grow up
'Cause the truth about it is it all goes by real quick
You can't buy happiness
But you can buy dirt""

Before you get caught on that ladder
Let me tell you what it's all about
Find you a few things that matter
That you can put a fence around
And then he laid it out

Buy dirt
Find the one you can't live without
Get a ring, let your knee hit the ground
Do what you love but call it work
And throw a little money in the plate at church
Send you prayers up and your roots down deep
And add a few limbs to your family tree
And watch their pencils marks, and the grass in the yard
All grow up
'Cause the truth about it is it all goes by real quick
You can't buy happiness
But you can buy dirt

You can buy dirt
And thank the good Lord for it
'Cause He ain't makin' any more of it

So buy dirt
Find the one you can't live without
Get a ring, let your knee hit the ground
Do what you love but call it work
And throw a little money in the plate at church
Send your prayers up and your roots down deep
Add a few limbs to your family tree
And watch their pencils marks, and the grass in the yard
All grow up
'Cause the truth about it is it all goes by real quick
You can't buy happiness
But you can buy dirt"
José González,Heartbeats,E♭ Major,88,5B,64,18,59,31,"One night to be confused
One night to speed up truth
We had a promise made
Four hands and then away
Both under influence
We had divine sense
To know what to say
Mind is a razor blade

To call for hands of above, to lean on
Wouldn't be good enough
For me, no

One night of magic rush
The start a simple touch
One night to push and scream
And then relief
Ten days of perfect hues
The colors red and blue
We had a promise made
We were in love

To call for hands of above, to lean on
Wouldn't be good enough
For me, no
To call for hands of above, to lean on
Wouldn't be good enough

And you, you knew the hand of the devil
And you, kept us awake with wolf teeth
Sharing different heartbeats
In one night

To call for hands of above, to lean on
Wouldn't be good enough
For me, no
To call for hands of above, to lean on
Wouldn't be good enough"
Joy Boyz,Joy Eyes,E♭ Minor,175,2A,13,35,50,4,
Joy Division,Love Will Tear Us Apart - 2020 Remaster,D Major,147,10B,72,92,53,90,
