#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time ,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
100,"Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Daft Punk,Pharrell Williams,Nile Rodgers",82,116,"french house, electronic, electro, ","Electronic","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]",2013-04-19,04:08,79,81,4,0,86,0,10,-9,F#/G♭ minor,4,2019-11-22,2Foc5Q5nqNiosCNqttzHof,"Columbia",11A,USQX91300809
101,"Not Afraid","Eminem",81,115,"rap, hip hop","Hip Hop","Recovery",2010-06-18,04:08,86,95,53,0,67,20,20,-1,C minor,5,2019-12-28,7Ie9W94M7OjPoZVV216Xus,"Aftermath",5A,USUM71011769
102,"6 Foot 7 Foot","Lil Wayne,Cory Gunz",9,79,"rap, hip hop, ","Hip Hop","Tha Carter IV (Deluxe)",2011-01-01,04:08,37,75,0,0,60,30,30,-5,D,4,2019-12-28,0z5ZPs57J2KERwM1tBM2GF,"CM/Republic",10B,USCM51000869
103,"Wake Me Up","Avicii",17,124,"edm","Electronic","True",2013-09-13,04:07,53,78,0,0,64,0,10,-6,D,4,2019-11-22,4h8VwCb1MTGoLKueQ1WgbD,"Universal Music AB",10B,SEUM71301326
104,"Panda","Desiigner",68,145,"","","Panda",2016-02-26,04:07,69,73,3,0,27,40,30,-6,A#/B♭ minor,4,2019-11-22,275a9yzwGB6ncAW4SxY7q3,"Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",3A,USUM71601094
105,"Something Just Like This","The Chainsmokers,Coldplay",90,103,"","","Memories...Do Not Open",2017-04-07,04:07,62,64,5,0,45,0,10,-7,B minor,4,2019-11-22,6RUKPb4LETWmmr3iAEQktW,"Disruptor Records/Columbia",10A,USQX91700278
106,"Stereo Love","Edward Maya,Vika Jigulina",7,127,"","","The Stereo Love Show",2013-12-03,04:07,78,78,3,2,36,0,0,-5,A,4,2019-12-28,6oIEIdJL9kDbBrGIyLZHIT,"Ultra Records",11B,ROCMA0901578
107,"Stuck Like Glue","Sugarland",65,84,"country","Country","The Incredible Machine",2010-01-01,04:07,70,80,33,0,84,0,0,-5,C♯/D♭,4,2019-12-28,0JcKdUGNR7zI4jJDLyYXbi,"Mercury Nashville",3B,USUM71017474
108,"I Don’t Wanna Live Forever (Fifty Shades Darker)","ZAYN,Taylor Swift",84,118,"","","reputation Stadium Tour Surprise Song Playlist",2017-11-09,04:07,73,44,6,0,11,0,10,-8,C,4,2019-12-28,55n9yjI6qqXh5F2mYvUc2y,"Big Machine Records, LLC",8B,USQ4E1602586
109,"Try","P!nk",85,104,"","","The Truth About Love",2012-09-18,04:07,67,63,0,0,55,0,0,-7,D,4,2019-12-28,1jF7IL57ayN4Ity3jQqGu0,"RCA Records Label",10B,USRC11200785
110,"jar of hearts","Christina Perri",77,75,"soft pop","Pop","lovestrong.",2011-05-10,04:06,35,35,73,0,9,0,10,-6,D#/E♭,4,2019-12-28,0HZhYMZOcUzZKSFwPOti6m,"Atlantic Records",5B,USAT21001508
111,"Story of My Life","One Direction",87,121,"","","Midnight Memories (Deluxe)",2013-11-25,04:05,60,66,23,0,29,0,10,-6,D#/E♭,4,2019-11-22,4nVBt6MZDDP6tRVdQTgxJg,"Syco Music",5B,GBHMU1300210
112,"Am I Wrong","Nico & Vinz",80,120,"","","Black Star Elephant",2014-00-00,04:05,73,68,18,0,78,0,50,-6,G#/A♭,4,2019-12-28,1fidCEsYlaVE3pHwKCvpFZ,"Warner Records",4B,USWB11304681
113,"Titanium (feat. Sia)","David Guetta,Sia",60,126,"edm, dance, ","Electronic","Nothing but the Beat",2011-08-31,04:05,60,79,7,15,30,10,10,-4,C minor,4,2019-12-28,77TT8Xvx637TpzV8kKGkUw,"Parlophone (France)",5A,GB28K1100036
114,"No Limit","G-Eazy,A$AP Rocky,Cardi B",71,176,"rap, ","Hip Hop","The Beautiful & Damned",2017-12-15,04:05,84,77,1,0,41,20,0,-4,C♯/D♭,4,2019-12-28,2DQ1ITjI0YoLFzuADN1ZBW,"BPG/RVG/RCA Records",3B,USRC11702117
115,"Controlla","Drake",75,92,"rap","Hip Hop","Views",2016-05-06,04:05,59,47,8,0,35,10,10,-11,A#/B♭ minor,4,2019-12-28,3O8NlPh2LByMU9lSRSHedm,"Cash Money Records/Young Money Ent./Universal Rec.",3A,USCM51600080
116,"Somebody That I Used To Know","Gotye,Kimbra",80,129,"","","Making Mirrors",2011-01-01,04:04,86,50,59,0,72,0,10,-7,C,4,2019-11-22,4wCmqSrbyCgxEXROQE6vtV,"Samples & Seconds / Republic",8B,AUZS21100040
117,"Closer","The Chainsmokers,Halsey",89,95,"","","Closer",2016-07-29,04:04,75,52,41,0,66,0,10,-6,G#/A♭,4,2019-11-22,7BKLCZ1jbUBVqRi2FVlTVw,"Disruptor Records/Columbia",4B,USQX91601347
118,"Haven't Met You Yet","Michael Bublé",73,123,"christmas","Pop","Crazy Love",2009-10-06,04:04,62,73,15,0,80,0,10,-5,G#/A♭,4,2019-11-22,4fIWvT19w9PR0VVBuPYpWA,"143/Reprise",4B,USRE10901437
119,"S&M","Rihanna",59,128,"","","Loud",2010-11-15,04:03,77,68,1,0,83,0,10,-5,C♯/D♭,4,2019-12-28,2u02eLj96Atd6TBxkH9YvN,"Def Jam Recordings",3B,USUM71026591
120,"Bailando - Spanish Version","Enrique Iglesias,Descemer Bueno,Gente De Zona",67,91,"latin pop, latin, latin dance","Latin, Electronic, Pop","SEX AND LOVE (Deluxe)",2014-03-17,04:03,72,78,4,0,96,10,0,-4,G,4,2019-12-28,32lm3769IRfcnrQV11LO4E,"Universal Music Group International",9B,GBUM71400955
121,"Take Your Time","Sam Hunt",67,158,"country, pop country","Country, Pop","Montevallo",2014-10-24,04:03,56,72,10,0,48,0,20,-6,B,4,2019-12-28,6DEaND0SHv3sC11xobZLiy,"MCA Nashville",1B,USUM71406922
122,"The Hills","The Weeknd",88,113,"","","Beauty Behind The Madness",2015-08-28,04:02,59,56,7,0,14,0,10,-7,C minor,4,2019-11-22,7fBv7CLKzipRk6EC6TWHOB,"Universal Republic Records",5A,USUG11500737
123,"Just Give Me a Reason (feat. Nate Ruess)","P!nk,Nate Ruess",87,95,"","","The Truth About Love",2012-09-18,04:02,78,55,34,0,44,0,10,-7,D,4,2019-11-22,1mKXFLRA179hdOWQBwUk9e,"RCA Records Label",10B,USRC11200786
124,"Bottoms Up (feat. Nicki Minaj)","Trey Songz,Nicki Minaj",5,74,"r&b, ","R&B","Passion, Pain & Pleasure",2010-09-13,04:02,85,60,2,0,33,10,30,-5,C♯/D♭,4,2019-12-28,2IpGdrWvIZipmaxo1YRxw5,"Atlantic Records",3B,USAT21001515
125,"Where Have You Been","Rihanna",79,128,"","","Talk That Talk",2011-11-18,04:02,72,85,0,2,44,0,20,-6,C minor,4,2019-12-28,5WQQIDU3HRaMyPkob8mpFb,"Def Jam Recordings",5A,USUM71118074
126,"Take Me to Church","Hozier",83,129,"","","Hozier (Expanded Edition)",2014-09-19,04:01,57,66,63,0,44,0,10,-5,E minor,4,2019-11-22,1CS7Sd1u5tWkstBhpssyjP,"Columbia",9A,USSM11307291
127,"All I Want for Christmas Is You","Mariah Carey",70,150,"christmas","Pop","Merry Christmas",1994-10-28,04:01,34,63,16,0,35,0,0,-7,G,4,2019-12-28,0bYg9bo50gSsH3LtXe2SQn,"Columbia",9B,USSM19400325
128,"Set Fire to the Rain","Adele",8,108,"soft pop","Pop","21",2011-01-19,04:01,61,68,0,0,47,0,10,-4,D minor,4,2019-11-22,3CKCZ9pfwAfoMZlMncA1Nc,"XL Recordings/Columbia",7A,GBBKS1000348
129,"Power Trip (feat. Miguel)","J. Cole,Miguel",7,100,"rap, r&b","R&B, Hip Hop","Born Sinner",2013-06-14,04:01,67,61,32,0,47,20,40,-7,C♯/D♭,4,2019-12-28,7FOJvA3PxiIU0DN3JjQ7jT,"Roc Nation/Columbia",3B,USQX91300310
130,"Yeah 3x","Chris Brown",72,130,"r&b","R&B","F.A.M.E. (Expanded Edition)",2011-03-22,04:01,71,88,0,0,70,0,0,-3,B minor,4,2019-12-28,2QtxlzvSBONjs1bDC34ixs,"Jive",10A,USJI11000230
131,"I Won't Give Up","Jason Mraz",73,133,"soft pop, acoustic pop","Folk, Pop","Love Is a Four Letter Word (Deluxe Edition)",2012-04-13,04:00,48,30,69,0,14,0,10,-10,E,3,2019-11-22,53QF56cjZA9RTuuMZDrSA6,"Atlantic Records",12B,USEE11100768
132,"Stay","Rihanna,Mikky Ekko",70,112,"","","Unapologetic (Deluxe)",2012-12-11,04:00,62,31,95,0,13,0,10,-10,A minor,4,2019-11-22,1dEy9Pl81QopSxNsPxXQxv,"Def Jam Recordings",8A,USUM71214754
133,"How To Love","Lil Wayne",1,154,"rap, hip hop","Hip Hop","Tha Carter IV (Deluxe)",2011-01-01,04:00,64,66,0,0,27,0,10,-6,B,4,2019-12-28,4aX4Oycsk1fhHIee1zqsDe,"CM/Republic",1B,USCM51100147
134,"Sweater Weather","The Neighbourhood",93,124,"","","I Love You.",2013-04-22,04:00,61,81,5,2,40,0,10,-3,A#/B♭,4,2019-12-28,2QjOHCTQ1Jl3zawyYOpxh6,"Columbia",6B,USSM11300080
135,"Lucid Dreams","Juice WRLD",86,84,"melodic rap, emo rap","Hip Hop, Rock","Goodbye & Good Riddance",2018-12-10,03:59,51,57,35,0,22,20,30,-7,F#/G♭ minor,4,2019-11-22,285pBltuF7vW8TeWk8hdRR,"Juice WRLD Mixtape / ISR P&D",11A,USUG11800685
136,"Pumped Up Kicks","Foster The People",87,128,"","","Torches",2011-05-23,03:59,73,71,14,12,97,0,10,-6,F minor,4,2019-11-22,7w87IxuO7BDcJ3YUqCyMTT,"Columbia",4A,USSM11002931
137,"I'm Not The Only One","Sam Smith",86,82,"soft pop","Pop","In The Lonely Hour",2014-05-26,03:59,68,48,53,0,49,0,0,-6,F,4,2019-11-22,7795WJLVKJoAyVoOtCWqXN,"PLG - Capitol",7B,GBUM71308836
138,"The Show Goes On","Lupe Fiasco",73,143,"","","Lasers",2011-03-04,03:59,59,89,2,0,65,10,10,-4,G,4,2019-12-28,4NTWZqvfQTlOMitlVn6tew,"1st & 15th/Atlantic",9B,USAT21002369
139,"Coming Home","Diddy - Dirty Money,Skylar Grey",68,168,"","","Last Train To Paris",2010-01-01,03:58,39,84,16,0,23,10,30,-2,G,4,2019-12-28,6Iocm6VMu6bVNYwiDoyQFW,"Bad Boy / Interscope",9B,USUM71027542
140,"Talking Body","Tove Lo",73,120,"","","Queen Of The Clouds",2014-09-24,03:58,74,76,10,0,11,0,0,-5,E minor,4,2019-12-28,2tpfxAXiI52znho4WE3XFA,"Universal Music AB",9A,SEUM71401533
141,"All The Right Moves","OneRepublic",72,146,"soft pop","Pop","Waking Up",2009-01-01,03:58,53,95,26,0,65,0,20,-4,C,4,2019-12-28,5XRHGXut00SrJUFmcn2lQF,"Mosley / Interscope",8B,USUM70984099
142,"Nonstop","Drake",78,155,"rap","Hip Hop","Scorpion",2018-06-29,03:58,91,41,2,1,42,10,10,-8,G,4,2019-12-28,0TlLq3lA83rQOYtrqBqSct,"Cash Money/Drake LP6",9B,USCM51800191
143,"oui","Jeremih",79,79,"","","Late Nights: The Album",2015-12-04,03:58,42,72,21,0,60,10,10,-4,F,5,2019-12-28,0PJIbOdMs3bd5AT8liULMQ,"Def Jam",7B,USUM71513397
144,"CAN'T STOP THE FEELING! (from DreamWorks Animation's  TROLLS )","Justin Timberlake",76,113,"","","TROLLS (Original Motion Picture Soundtrack)",2016-09-23,03:57,67,83,1,0,70,0,10,-6,C,4,2019-11-22,1WkMMavIMc4JZ8cfMmxHkI,"Villa 40/RCA Records",8B,USRC11600876
145,"It's Time","Imagine Dragons",69,105,"","","Night Visions",2012-09-04,03:57,66,88,2,0,86,0,10,-5,D,4,2019-11-22,6BtmXhTJMM9sBTHeYYASGz,"Kid Ina Korner / Interscope",10B,USUM71200987
146,"Just A Dream","Nelly",79,90,"","","5.0",2010-11-12,03:57,53,75,4,0,10,0,10,-6,C♯/D♭,4,2019-11-22,3ZdJffjzJWFimSQyxgGIxN,"Motown",3B,USUM71020948
147,"7 Years","Lukas Graham",86,120,"","","Lukas Graham",2016-04-01,03:57,77,47,29,0,34,0,30,-6,A#/B♭,4,2019-11-22,5kqIPrATaCc2LqxVWzQGbk,"Warner Records",6B,USWB11506516
148,"Till the World Ends","Britney Spears",69,132,"pop","Pop","Femme Fatale (Deluxe Version)",2011-03-28,03:57,69,71,2,0,45,0,20,-6,G#/A♭,4,2019-12-28,38iU2jg98IZZEIJPrP7aWD,"Jive",4B,USJI11100074
149,"Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5,Cardi B",68,125,"pop, ","Pop","Red Pill Blues (Deluxe)",2018-06-15,03:55,78,54,57,0,45,0,10,-7,C,4,2019-11-22,6V1bu6o1Yo5ZXnsCJU8Ovk,"Interscope Records*",8B,USUM71805272
150,"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis,Wanz",4,95,"g-funk","Hip Hop, R&B","The Heist",2012-10-10,03:55,78,53,6,0,66,20,0,-7,F#/G♭ minor,4,2019-11-22,4YMqbFcDIFiCBd02PzUBcM,"Macklemore",11A,GMM881200003
151,"Sugar","Maroon 5",83,120,"pop","Pop","V",2014-09-02,03:55,75,79,6,0,88,0,0,-7,C♯/D♭,4,2019-11-22,2iuZJX9X9P0GKaE93xcPjk,"Interscope Records*",3B,USUM71410340
152,"Only Girl (In The World)","Rihanna",60,126,"","","Loud",2010-11-15,03:55,79,72,10,0,60,0,0,-4,B minor,4,2019-12-28,6jAsmDJI8iPhGWtS27kZ67,"Def Jam Recordings",10A,USUM71023200
153,"Headlines","Drake",84,152,"rap","Hip Hop","Take Care (Deluxe)",2011-11-15,03:55,64,57,37,0,43,10,0,-7,F#/G♭ minor,4,2019-12-28,6LxSe8YmdPxy095Ux6znaQ,"Cash Money Records/Young Money Ent./Universal Rec.",11A,USCM51100290
154,"My Nigga","YG,Jeezy,Rich Homie Quan",0,171,"southern hip hop, crunk, rap, gangster rap","Hip Hop","My Krazy Life (Deluxe)",2014-01-01,03:55,67,46,9,0,76,20,20,-7,A#/B♭ minor,4,2019-12-28,02pf9lLM8Nb8l4u4ts1GWb,"Def Jam Recordings",3A,USUM71308285
155,"Work Out","J. Cole",83,93,"rap","Hip Hop","Cole World: The Sideline Story",2011-09-27,03:55,83,43,5,0,22,10,30,-7,D,4,2019-12-28,2wAJTrFhCnQyNSD3oUgTZO,"Roc Nation LLC",10B,USQX91100801
156,"California Gurls","Katy Perry,Snoop Dogg",78,125,"pop, g-funk, west coast hip hop, gangster rap, hip hop, rap","Hip Hop, R&B, Pop","Teenage Dream: The Complete Confection",2012-03-12,03:54,79,76,0,0,43,0,10,-4,C,4,2019-11-22,6tS3XVuOyu10897O3ae7bi,"Capitol Records",8B,USCA21001135
157,"Hey Baby (Drop It to the Floor) (feat. T-Pain)","Pitbull,T-Pain",81,128,"","","Planet Pit (Deluxe Version)",2011-06-17,03:54,60,91,4,0,76,0,20,-3,A#/B♭ minor,4,2019-12-28,3rfhI32Il2hVRKDkuGeeen,"Mr.305/Polo Grounds Music/J Records",3A,USJAY1000153
158,"Club Can't Handle Me (feat. David Guetta)","Flo Rida,David Guetta",83,128,"edm, dance","Electronic","Only One Flo (Part 1)",2010-11-24,03:54,62,87,3,0,47,0,0,-4,C,4,2019-12-28,6ebkx7Q5tTxrCxKq4GYj0Y,"Poe Boy/Atlantic",8B,USAT21001281
159,"I Need Your Love (feat. Ellie Goulding)","Calvin Harris,Ellie Goulding",79,125,"edm, ","Electronic","18 Months",2012-10-29,03:54,70,87,41,0,58,0,20,-5,G#/A♭,4,2019-12-28,05SBRd4fXgn8FX7bf8BCAE,"Columbia",4B,GBARL1201390
160,"Shape of You","Ed Sheeran",91,96,"soft pop","Pop","÷ (Deluxe)",2017-03-03,03:53,83,65,58,0,93,0,0,-3,C♯/D♭ minor,4,2019-11-22,7qiZfU4dY1lWllzX7mPBI3,"Atlantic Records UK",12A,GBAHS1600463
161,"Love Yourself","Justin Bieber",87,100,"","","Purpose (Deluxe)",2015-11-13,03:53,61,38,84,0,52,40,20,-10,E,4,2019-11-22,50kpGaPAhYJ3sGmk6vplg0,"RBMG/Def Jam",12B,USUM71516761
162,"Locked out of Heaven","Bruno Mars",90,144,"","","Unorthodox Jukebox",2012-12-07,03:53,73,70,5,0,87,0,30,-4,F,4,2019-11-22,3w3y8KPTfNeOKPiqUTakBh,"Atlantic Records",7B,USAT21203287
163,"Unforgettable","French Montana,Swae Lee",88,98,"","","Jungle Rules",2017-07-14,03:53,73,77,3,1,73,10,10,-5,F#/G♭,4,2019-11-22,3B54sVLJ402zGa6Xm4YGNe,"Bad Boy Entertainment/Epic Records",2B,USSM11703478
164,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky,Drake,2 Chainz,Kendrick Lamar",80,96,"rap, southern hip hop, hip hop, west coast hip hop","Hip Hop","LONG.LIVE.A$AP (Deluxe Version)",2013-00-00,03:53,85,69,2,0,66,20,10,-7,C♯/D♭,4,2019-12-28,4X5f3vT8MRuXF68pfjNte5,"A$AP Worldwide/Polo Grounds Music/RCA Records",3B,USRC11201220
165,"I Get the Bag (feat. Migos)","Gucci Mane,Migos",72,140,"southern hip hop, rap, trap","Hip Hop","Mr. Davis",2017-10-13,03:53,89,63,2,0,43,10,10,-5,B,4,2019-12-28,1XRgIKC5TPwo7nWGyKqgG0,"Guwop Enterprises/Atlantic",1B,USAT21703179
166,"Happy - From  Despicable Me 2 ","Pharrell Williams",84,160,"","","G I R L",2014-03-03,03:52,65,82,22,0,96,10,0,-5,F minor,4,2019-11-22,60nZcImufyMA1MKQY3dcCH,"Columbia",4A,USQ4E1300686
167,"Wild Ones (feat. Sia)","Flo Rida,Sia",83,127,"","","Wild Ones",2012-06-22,03:52,61,86,10,0,44,0,20,-5,F minor,4,2019-11-22,1NpW5kyvO4XrNJ3rnfcNy3,"Poe Boy/Atlantic",4A,USAT21104103
168,"Delicate","Taylor Swift",82,95,"","","reputation",2017-11-10,03:52,75,40,22,0,5,0,0,-10,A minor,4,2019-12-28,6NFyWDv5CjfwuzoCkw47Xf,"Big Machine Records, LLC",8A,USCJY1750007
169,"Taste (feat. Offset)","Tyga,Offset",71,98,"","","Taste (feat. Offset)",2018-05-16,03:52,88,56,2,0,34,10,10,-7,C,4,2019-12-28,5IaHrVsrferBYDm0bDyABy,"Last Kings Music / EMPIRE",8B,USUYG1198481
170,"Carry Out (Featuring Justin Timberlake)","Timbaland,Justin Timberlake",74,116,"","","Shock Value II",2009-01-01,03:52,53,57,11,3,27,10,20,-7,A#/B♭ minor,5,2019-12-28,2DHc2e5bBn4UzY0ENVFrUl,"Timbaland",3A,USUM70915229
171,"Mr. Know It All","Kelly Clarkson",49,96,"christmas","Pop","Stronger (Deluxe Version)",2011-10-24,03:52,68,81,3,0,44,0,0,-5,F,4,2019-12-28,7uRznL3LcuazKpwCTpDltz,"RCA Records Label",7B,GBCTA1100219
172,"I Like It","Enrique Iglesias,Pitbull",53,129,"latin pop, latin, ","Latin, Pop","Euphoria (Standard US/Latin version)",2010-01-01,03:51,65,94,2,0,70,0,0,-3,A#/B♭ minor,4,2019-11-22,4nVyHATevhl5RC6Qmoko5H,"Universal Music Group International",3A,GBUM71003038
173,"Better Now","Post Malone",82,145,"","","beerbongs & bentleys",2018-04-27,03:51,67,58,33,0,34,0,10,-6,A#/B♭,4,2019-11-22,7dt6x5M1jzdTEt8oCbisTK,"Republic Records",6B,USUM71805170
174,"Blank Space","Taylor Swift",74,96,"","","1989",2014-10-27,03:51,75,68,9,0,58,0,10,-5,F,4,2019-11-22,1p80LdxRV74UKvL8gnD7ky,"Big Machine Records, LLC",7B,USCJY1431309
175,"Payphone","Maroon 5,Wiz Khalifa",70,110,"pop, rap","Pop, Hip Hop","Overexposed",2021-06-20,03:51,74,76,1,0,52,0,30,-5,E,4,2019-11-22,1LmN9SSHISbtp9LoaR5ZVJ,"Interscope Records*",12B,USUM71203347
176,"Animals","Maroon 5",84,190,"pop","Pop","V",2014-09-02,03:51,28,74,0,0,33,0,50,-6,E minor,4,2019-12-28,2bL2gyO6kBdLkNSkxXNh6x,"Interscope Records*",9A,USUM71409576
177,"Burn","Ellie Goulding",61,87,"","","Halcyon Days",2013-01-01,03:51,56,78,31,0,33,0,10,-5,C♯/D♭,4,2019-12-28,0xMd5bcWTbyXS7wPrBtZA6,"Polydor Records",3B,GBUM71303482
178,"Tonight (I'm Fuckin' You)","Enrique Iglesias,Ludacris,DJ Frank E",51,126,"latin pop, latin, southern hip hop, ","Latin, Pop, Hip Hop","Tonight (I'm Fuckin' You)",2010-01-01,03:51,67,88,3,0,27,0,10,-5,C minor,4,2019-12-28,3rDFqo8yv93PtTmdOYOPzX,"Universal Music Group International",5A,GBUM71029652
179,"We Can't Stop","Miley Cyrus",83,80,"","","Bangerz (Deluxe Version)",2013-10-04,03:51,61,62,1,0,48,0,30,-6,C♯/D♭ minor,4,2019-12-28,2y4lAQpi5VTNLu2ldeTdUH,"RCA Records Label",12A,USRC11300686
180,"Style","Taylor Swift",71,95,"","","1989",2014-10-27,03:51,60,79,0,0,46,0,10,-6,D,4,2019-12-28,4lIxdJw6W3Fg4vUIYCB0S5,"Big Machine Records, LLC",10B,USCJY1431319
181,"Motivation","Kelly Rowland,Lil Wayne",64,141,"rap, hip hop","Hip Hop","Motivation",2011-01-01,03:51,74,68,18,0,26,0,0,-6,A minor,4,2019-12-28,4Cv5dkUBqepa0siwGREihD,"Motown",8A,USUM71103562
182,"Domino","Jessie J",71,127,"","","Who You Are (Platinum Edition)",2011-01-01,03:51,76,55,1,0,79,0,0,-5,G,4,2019-12-28,6MAdEUilV2p9RQUqE5bMAK,"Lava Music/Republic Records",9B,USUM71113573
183,"Come & Get It","Selena Gomez",74,80,"pop","Pop","Stars Dance (Bonus Track Version)",2013-01-01,03:51,55,79,1,0,57,0,0,-4,G minor,4,2019-12-28,6LoQHIo74tOzQ8EsLEkhgF,"Hollywood Records",6A,USHR11334422
184,"Na Na","Trey Songz",67,97,"r&b","R&B","Trigga",2014-07-01,03:51,67,48,33,0,24,0,10,-6,A minor,4,2019-12-28,5maiP9UMnTSgoxPX8X3bdz,"Atlantic Records",8A,USAT21304769
185,"Scars To Your Beautiful","Alessia Cara",3,97,"","","Know-It-All (Deluxe)",2015-11-13,03:50,57,74,3,0,45,10,10,-6,C,4,2019-11-22,0prNGof3XqfTvNDxHonvdK,"EP Entertainment, LLC / Def Jam",8B,USUM71506811
186,"On The Floor - Radio Edit","Jennifer Lopez,Pitbull",78,130,"","","On The Floor",2011-02-18,03:50,76,69,8,0,44,0,10,-6,B,4,2019-11-22,0Oe49j06Bjrxs8PltuVeaW,"Nuyorican Productions / IDJ",1B,USUM71100721
187,"Starboy","The Weeknd,Daft Punk",91,186,"french house, electronic, electro","Electronic","Starboy",2016-11-25,03:50,68,59,14,0,49,20,10,-7,G,4,2019-12-28,7MXVkk9YMctZqd1Srtv4MB,"Universal Republic Records",9B,USUG11600976
188,"Last Friday Night (T.G.I.F.)","Katy Perry",78,126,"pop","Pop","Teenage Dream: The Complete Confection",2012-03-12,03:50,65,81,0,0,76,0,60,-4,D#/E♭ minor,4,2019-12-28,455AfCsOhhLPRc68sE01D8,"Capitol Records",2A,USCA21001264
189,"Mine","Taylor Swift",57,121,"","","Speak Now",2010-10-25,03:50,62,76,0,0,66,0,10,-3,G,4,2019-12-28,0dBW6ZsW8skfvoRfgeerBF,"Big Machine Records, LLC",9B,USCJY1003645
190,"See You Again (feat. Charlie Puth)","Wiz Khalifa,Charlie Puth",84,80,"rap, soft pop, pop","Pop, Hip Hop","See You Again (feat. Charlie Puth)",2015-00-00,03:49,69,48,37,0,28,0,0,-8,A#/B♭,4,2019-11-22,2JzZzZUQj3Qff7wapcbKjc,"Atlantic Records",6B,USAT21703595
191,"E.T.","Katy Perry,Kanye West",71,152,"pop, rap","Pop, Hip Hop","Teenage Dream: The Complete Confection",2012-03-12,03:49,62,87,2,0,76,10,30,-5,C♯/D♭,4,2019-11-22,36ux3YuUsGTWPT8fXclS45,"Capitol Records",3B,USCA21100386
192,"Better","Khalid",71,98,"","","Suncity",2018-10-18,03:49,60,55,8,33,11,10,10,-10,C minor,4,2019-11-22,6zeeWid2sgw4lap2jV61PZ,"Right Hand Music Group, LLC/RCA Records",5A,USRC11803180
193,"Say Something","A Great Big World,Christina Aguilera",72,141,"","","Is There Anybody Out There?",2014-01-20,03:49,41,15,86,0,8,0,0,-9,D,3,2019-12-28,6Vc5wAMmXdKIAM7WUoEb7N,"Epic",10B,USSM11306713
194,"As Long As You Love Me","Justin Bieber,Big Sean",69,140,"","","Believe (Deluxe Edition)",2012-06-15,03:49,57,87,8,0,61,10,30,-3,C minor,4,2019-12-28,0pwYLVXVknPSGUQb39cePC,"RBMG/Def Jam",5A,USUM71205320
195,"Same Old Love","Selena Gomez",70,98,"pop","Pop","Revival (Deluxe)",2015-10-09,03:49,67,59,2,0,44,0,20,-4,B minor,4,2019-12-28,1BZG99C7Co1r6QUC3zaS59,"Selena Gomez PS",10A,USUM71510437
196,"Dirt Road Anthem","Jason Aldean",5,127,"country, acoustic country","Country, Folk","My Kinda Party",2010-11-02,03:49,68,74,35,0,64,0,10,-5,D,4,2019-12-28,2qYsSHsYkihWx043HVJQRV,"Broken Bow Records",10B,US58E1000234
197,"ZEZE (feat. Travis Scott & Offset)","Kodak Black,Offset,Travis Scott",53,98,"rap","Hip Hop","ZEZE (feat. Travis Scott & Offset)",2018-10-11,03:49,86,63,5,0,47,20,10,-6,G#/A♭ minor,4,2019-12-28,0BkvZes677Mcp5WVUQjRxD,"Atlantic Records",1A,USAT21811524
198,"Feel This Moment (feat. Christina Aguilera)","Pitbull,Christina Aguilera",85,136,"","","Global Warming: Meltdown (Deluxe Version)",2012-00-00,03:49,67,76,4,0,54,10,30,-4,G,4,2019-12-28,0Hf4aIJpsN4Os2f0y0VqWl,"Mr.305/Polo Grounds Music/RCA Records",9B,USRC11201328
199,"Time of Our Lives","Pitbull,Ne-Yo",87,124,"","","Globalization",2014-11-24,03:49,72,80,9,0,72,0,60,-6,C♯/D♭,4,2019-12-28,2bJvI42r8EF3wxjOuDav4r,"Mr.305/Polo Grounds Music/RCA Records",3B,USRC11402647
200,"God Gave Me You","Blake Shelton",64,152,"country","Country","Red River Blue (Deluxe Edition)",2011-07-11,03:49,48,84,0,0,54,0,40,-5,D,4,2019-12-28,0w9LJae3sVlZlH2CnxTInF,"Warner Records",10B,USWB11101784
201,"Love Somebody","Maroon 5",63,120,"pop","Pop","Overexposed (Deluxe)",2012-01-01,03:49,68,79,14,0,40,0,10,-6,C♯/D♭,4,2019-12-28,0HnaqUxvHP5LaWdmWwJpiS,"Interscope Records*",3B,USUM71204774
202,"Rolling in the Deep","Adele",12,105,"soft pop","Pop","21",2011-01-19,03:48,73,76,13,0,52,0,0,-5,G#/A♭,4,2019-11-22,1CkvWZme3pRgbzaxZnTl5X,"XL Recordings/Columbia",4B,GBBKS1000335
203,"Despacito - Remix","Luis Fonsi,Daddy Yankee,Justin Bieber",74,178,"latin, reggaeton, ","Latin","Despacito Feat. Justin Bieber (Remix)",2017-04-17,03:48,65,82,23,0,82,10,10,-4,D,4,2019-11-22,6rPO02ozF3bM7NnOV4h6s2,"Republic/UMLE",10B,USUM71703825
